"","predicted.id","prediction.score.Ext_L25","prediction.score.Inh_6","prediction.score.Micro","prediction.score.Ext_Hpc_DG1","prediction.score.Oligo_2","prediction.score.Ext_Pir","prediction.score.Astro_HYPO","prediction.score.Ext_Hpc_DG2","prediction.score.Inh_Meis2_2","prediction.score.Astro_THAL_med","prediction.score.Inh_2","prediction.score.Inh_Vip","prediction.score.Oligo_1","prediction.score.Ext_Thal_1","prediction.score.Inh_Sst","prediction.score.Ext_L6","prediction.score.Ext_Hpc_CA1","prediction.score.Ext_L5_1","prediction.score.Ext_L56","prediction.score.Inh_4","prediction.score.Inh_5","prediction.score.OPC_1","prediction.score.Ext_L23","prediction.score.LowQ_2","prediction.score.Ext_Hpc_CA3","prediction.score.Inh_1","prediction.score.Unk_1","prediction.score.Astro_AMY","prediction.score.Inh_Meis2_4","prediction.score.Ext_L5_2","prediction.score.Nb_2","prediction.score.Inh_Pvalb","prediction.score.OPC_2","prediction.score.Astro_THAL_lat","prediction.score.Astro_HPC","prediction.score.Inh_Meis2_1","prediction.score.Inh_Lamp5","prediction.score.Ext_ClauPyr","prediction.score.Inh_Meis2_3","prediction.score.Ext_Amy_2","prediction.score.Ext_Amy_1","prediction.score.Ext_Thal_2","prediction.score.Astro_WM","prediction.score.Inh_3","prediction.score.Astro_CTX","prediction.score.Ext_Unk_3","prediction.score.Astro_AMY_CTX","prediction.score.Nb_1","prediction.score.Ext_L6B","prediction.score.max","spot"
"exper0_location_10","Astro_WM",0,0,0,0,0,0.0062495042822516,0,0,0.00219793527850046,0,0.00955303583117554,0.0680299478380315,0,0,0.0283533644659622,0.0288874117166771,0.0153382919257119,0,0,0.00382460080870967,0.00905287803950033,0,0,0,0,0.00885936766923993,0.0371472123164155,0.147814013855614,0,0,0,0.0379231604413688,0,0,0.0731449283843568,0,0.0508410342168536,0,0,0,0,0,0.325635520385102,0.0155903175242607,0.0797141397553291,0,0.0339355897451898,0.0179077455197497,0,0.325635520385102,"exper0_location_10"
"exper0_location_11","Inh_Pvalb",0,0,0,0,0,0,0,0.0126695324540508,0,0,0,0,0,0,0.0287503398545544,0,0,0,0,0,0,0.028964392266114,0,0,0,0.0146751815007243,0.0777586221772579,0,0,0,0.0329194019493402,0.721442711062113,0,0,0,0,0.00638054026749536,0,0,0,0,0,0,0,0,0,0,0.0764392784683505,0,0.721442711062113,"exper0_location_11"
"exper0_location_12","Ext_Amy_2",0,0,0,0,0,0.0107000746067093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302549332223882,0.0512549830051691,0,0,0,0,0,0,0,0,0,0,0,0,0.814132271342227,0.0896583432584832,0,0,0.00399939456502273,0,0,0,0,0,0.814132271342227,"exper0_location_12"
"exper0_location_13","Ext_Amy_2",0,0,0,0,0,0.0392254286295345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260541831399489,0,0,0,0,0,0.0695403315718552,0,0,0,0,0,0,0.819044526974111,0.0461355296845503,0,0,0,0,0,0,0,0,0.819044526974111,"exper0_location_13"
"exper0_location_14","Ext_Amy_2",0,0,0,0,0,0.0158833776544804,0,0,0,0,0,0,0,0,0,0.00567457792468397,0,0,0,0,0,0,0,0.0391010740734221,0,0,0.0676636993903158,0,0,0,0,0,0.0394975990141027,0,0,0,0,0,0,0.747906378833484,0.0842732931095112,0,0,0,0,0,0,0,0,0.747906378833484,"exper0_location_14"
"exper0_location_15","OPC_2",0,0,0,0,0.0183947686787127,0,0,0,0,0,0,0,0.273758446832807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70784678448848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70784678448848,"exper0_location_15"
"exper0_location_16","OPC_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245200618184196,0,0,0.0113992823138909,0,0,0,0,0,0.768090731618864,0,0,0,0,0,0,0.189992622958804,0.00599730129002143,0,0,0,0,0,0,0,0,0.768090731618864,"exper0_location_16"
"exper0_location_17","Ext_Amy_2",0,0,0,0,0,0.0166178544865664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212685481033607,0,0,0.00456938964871304,0,0,0,0,0,0,0,0,0,0.900287457971333,0.0565675147471673,0,0,0,0,0.000689235042859317,0,0,0,0.900287457971333,"exper0_location_17"
"exper0_location_18","Ext_Amy_2",0.0905427717506248,0,0,0,0,0,0,0.0261342805522142,0,0,0,0,0,0,0,0,0,0,0.0253717705639967,0,0,0,0,0,0.00812121698441946,0.127473720080902,0.20776594002654,0,0,0,0,0,0,0,0,0,0,0,0,0.342502439934529,0,0,0,0.0164051523885053,0,0.003604508264967,0,0.0422751847922956,0.109803014661006,0.342502439934529,"exper0_location_18"
"exper0_location_19","Ext_L25",0.300680824167728,0,0,0,0,0.111831823909773,0,0.0124239850344379,0,0,0.152043736080598,0.00533305233730244,0,0,0,0,0.0311549962105616,0.00937636112355969,0,0,0.0352308049976159,0.0209156173242998,0,0,0,0.117050467966156,0.0760836970289322,0,0,0,0,0,0,0,0,0,0,0,0.0162271793996428,0.0521363123903869,0,0,0,0.0595111420290063,0,0,0,0,0,0.300680824167728,"exper0_location_19"
"exper0_location_20","Ext_Pir",0.143775758457152,0,0,0,0,0.478012113533748,0,0.0115236794157539,0,0,0,0,0,0,0,0,0.00960069073375362,0.0487602166317807,0.0444016000317824,0.00672328370653325,0,0.0210950890674834,0.0955762185198463,0,0,0.0489151153047549,0.0218183578664183,0,0,0,0,0,0,0,0,0,0,0,0.0163527356810162,0.025557701829295,0,0,0,0.0278874392206826,0,0,0,0,0,0.478012113533748,"exper0_location_20"
"exper0_location_21","Astro_HYPO",0,0,0,0,0,0.110486475335767,0.345296894864954,0.0290345192182554,0.0103590112273269,0.0658698140090933,0,0,0,0,0,0.0551465861138927,0,0.0245887398078306,0.0859068277225046,0,0,0.00101247017585743,0.0571633779692391,0,0,0,0.0427420917436767,0,0,0,0,0,0,0.099942019499742,0,0,0,0,0.0128027016972353,0.0596484706146248,0,0,0,0,0,0,0,0,0,0.345296894864954,"exper0_location_21"
"exper0_location_22","Astro_HYPO",0,0,0.046641360615487,0,0,0.0204301141201702,0.384889021176516,0.0162749586988203,0.0044519172958439,0.120766029502447,0,0,0,0,0,0.0352709358982815,0,0.0173969549311823,0.173354656900593,0,0,0.00120753282665419,0,0,0,0,0.0132291912101922,0,0,0,0,0,0,0.144890369192995,0,0,0,0,0.0068306577348956,0.0143662998959218,0,0,0,0,0,0,0,0,0,0.384889021176516,"exper0_location_22"
"exper0_location_23","Ext_Pir",0.105398117229486,0,0,0,0,0.503412766120808,0,0.0198411894166914,0,0,0,0,0,0,0,0.0336168741573717,0,0.0299975041019623,0.0859436888648413,0,0,0,0.070254413874455,0,0,0,0.0227012660252858,0,0,0.0166468360695881,0,0,0,0,0,0,0,0,0,0.112187344139511,0,0,0,0,0,0,0,0,0,0.503412766120808,"exper0_location_23"
"exper0_location_24","Ext_Pir",0,0,0.0761860827950785,0,0,0.476855557956653,0.0278727309163992,0.0148971408839668,0,0,0.0110875641073292,0,0,0,0,0,0.00455775248643018,0.0342277475554653,0.183792909341541,0,0.012307593010097,0.00215735691857141,0.0493018408963367,0,0,0.0116978747946858,0.0148539172938632,0,0,0,0,0,0,0,0,0,0,0,0,0.0802039310435829,0,0,0,0,0,0,0,0,0,0.476855557956653,"exper0_location_24"
"exper0_location_25","Micro",0,0,0.679290481117579,0,0.00328320275747187,0.0815975986209805,0.089091882422992,0.00247685549779093,0,0,0,0,0,0,0,0,0,0.00951494002141317,0.121711808696329,0,0,0.00101062658188766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120226042835558,0,0,0,0,0,0,0,0,0,0.679290481117579,"exper0_location_25"
"exper0_location_26","Micro",0,0,0.707752839740388,0,0,0.0616221224772569,0.121424737988579,0,0,0,0,0,0,0,0,0,0,0.00437110696618294,0.0953485423256159,0,0,0.00119376446408882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00828688603788779,0,0,0,0,0,0,0,0,0,0.707752839740388,"exper0_location_26"
"exper0_location_27","Ext_Pir",0,0,0,0,0,0.864499246305437,0,0.00454104208220412,0,0,0,0,0,0,0,0,0,0,0.0239183997685873,0,0,0.00138970721691067,0.0595944697106174,0,0,0,0.0133568663537253,0,0,0,0,0,0,0,0,0,0,0,0,0.0327002685625182,0,0,0,0,0,0,0,0,0,0.864499246305437,"exper0_location_27"
"exper0_location_28","Micro",0,0,0.457466449913695,0,0,0.104137320330564,0.220925687133164,0.0153524128058039,0.00219755419124619,0.0407550926429163,0,0,0,0,0,0,0,0.00540298163989994,0.0706333844844078,0,0,0.00163508420273197,0,0,0,0,0.0124313104037939,0,0,0,0,0,0,0.0413334019538889,0,0,0,0,0.00547322329568286,0.0222560970022055,0,0,0,0,0,0,0,0,0,0.457466449913695,"exper0_location_28"
"exper0_location_29","Ext_Pir",0.13626680063466,0,0,0,0,0.376588874971653,0,0.0318005630617953,0,0,0,0,0,0,0,0.00672505079807243,0,0.0309506605896943,0.0336461787891588,0,0,0,0.217978245806544,0,0,0,0.0354618535945344,0,0,0.0118322275628778,0,0,0,0,0,0,0,0,0,0.11874954419101,0,0,0,0,0,0,0,0,0,0.376588874971653,"exper0_location_29"
"exper0_location_30","Ext_Pir",0,0,0,0,0,0.396976722389872,0.132985998614412,0.0133636389534999,0.00384129986266723,0,0,0,0,0,0,0.0125575246285804,0.0212415862281425,0.0528277156868429,0.106832173319698,0,0,0.00279842249990196,0.149471610212161,0,0,0,0.0410318441029756,0,0,0,0,0,0,0,0,0,0,0,0.00956625014059746,0.0565052133606498,0,0,0,0,0,0,0,0,0,0.396976722389872,"exper0_location_30"
"exper0_location_31","Ext_Pir",0.0880217327728522,0,0,0,0,0.454877555528513,0,0.0375080562496317,0,0,0,0,0,0,0,0.022673231529875,0.00896421616464982,0.0411699462037707,0.0138369733372622,0,0,0.00111179535277765,0.170496888887614,0,0,0,0.0344759405368989,0,0,0,0,0,0,0,0,0,0,0,0,0.101231739860563,0,0.0256319235755919,0,0,0,0,0,0,0,0.454877555528513,"exper0_location_31"
"exper0_location_32","Inh_Sst",0,0.00295889560612351,0,0,0.169649546181152,0.0140463159626445,0.109526139811254,0.0211408565780626,0,0.0542857306862667,0,0.00452999517175179,0,0,0.239398356108659,0,0,0,0,0,0,0.0225869823764781,0,0,0,0.00348281035834319,0,0.0685906910955569,0,0,0.066993428508565,0.0042212434396655,0,0.0826547000257118,0,0,0,0,0,0,0,0,0.0393523890302139,0.00347815912181481,0.036830939055282,0,0,0.0562728208824552,0,0.239398356108659,"exper0_location_32"
"exper0_location_33","Inh_Sst",0,0.0801073357508782,0,0,0,0,0,0,0.00351698724919824,0,0.0846373314800999,0.0267945848588095,0,0,0.586456816861702,0,0.0170133202663661,0,0,0.0110708444972986,0.0467826248452904,0,0,0,0,0.0346684458159826,0.0169014554359281,0,0,0,0.0500378415472237,0.00527060169768999,0,0,0,0,0,0,0.00875872352402747,0,0,0,0,0.00734222459036289,0,0.0206408615791424,0,0,0,0.586456816861702,"exper0_location_33"
"exper0_location_34","Inh_Sst",0,0,0,0,0,0,0,0,0,0,0.0613818618434804,0.0026161278206852,0,0,0.354841390289262,0,0,0,0,0.00687951766989577,0,0,0,0,0,0.0353925590866257,0,0,0,0,0.19329138706423,0.327847098923616,0,0,0,0,0,0,0,0,0,0,0,0.00651900547999102,0,0,0,0.0112310518222141,0,0.354841390289262,"exper0_location_34"
"exper0_location_35","Inh_2",0,0,0,0,0,0,0,0,0,0,0.277473198632545,0.0695208694214356,0,0,0.0200249273077726,0,0,0,0,0.0497986745896239,0.0391801750498055,0.00666030724813845,0,0,0,0.104103712842339,0.00925543601277511,0,0.040383338269857,0,0.188570357435314,0.105955634120769,0,0,0,0,0,0,0,0,0,0,0,0.0629920107480205,0,0,0,0.0260813583216042,0,0.277473198632545,"exper0_location_35"
"exper0_location_36","Inh_2",0,0.0670787904620609,0,0,0,0,0,0,0,0,0.326600479307108,0.00602429694468784,0,0.0303421956741851,0,0,0,0,0,0.112188863839574,0.0197570782539636,0.196981077685422,0,0,0,0.0454927454950676,0,0,0.0820126363675886,0,0,0.0052381014702326,0,0,0,0,0,0,0,0,0,0.0162986001985394,0,0.0514135218406302,0,0,0,0.0405716124609402,0,0.326600479307108,"exper0_location_36"
"exper0_location_37","Nb_2",0,0,0,0,0,0,0,0,0,0,0.051759781089248,0.0553931004139272,0,0,0.0384843910849345,0,0,0,0,0.0163722321637323,0,0.134619024571299,0,0,0,0.0714272826939164,0.0289212993090862,0,0,0,0.329220641323932,0,0,0,0,0,0,0,0,0,0,0,0.0347640957700748,0.0604965296020359,0,0,0,0.178541621977814,0,0.329220641323932,"exper0_location_37"
"exper0_location_38","Astro_HYPO",0,0,0,0,0,0,0.279785025715527,0,0,0.130912452450787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139974918011868,0,0,0,0,0,0.158461449120757,0.0799221439545916,0,0,0,0,0,0,0,0.0632410727808694,0,0.118085560178997,0,0.0296173777866032,0,0,0.279785025715527,"exper0_location_38"
"exper0_location_39","Astro_HYPO",0,0,0,0,0,0,0.256428734519718,0,0,0.176161453945468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132111245700746,0,0,0,0,0,0.210857827792573,0.0516463409207701,0,0,0,0,0,0,0,0.0546920844338441,0,0.0935431009594966,0,0.0245592117273848,0,0,0.256428734519718,"exper0_location_39"
"exper0_location_40","Astro_HYPO",0,0,0,0,0,0,0.182985993656574,0,0,0.107118452794761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134055701064749,0,0,0,0,0,0.125487562220527,0.118984975987981,0,0,0,0,0,0,0,0.139284994083154,0,0.121554987110933,0,0.0705273330813221,0,0,0.182985993656574,"exper0_location_40"
"exper0_location_41","Ext_Hpc_CA1",0,0,0,0,0,0,0.125115050817654,0.0128821672996214,0,0.0746616144562638,0,0,0,0,0,0,0.154503085808497,0,0,0,0,0,0,0,0,0,0.0755791792616668,0.115312497046134,0,0,0,0,0,0.111914351085355,0.0946496535201207,0,0,0,0,0,0,0,0.082705981042941,0,0.117457125674882,0,0.0352192939868638,0,0,0.154503085808497,"exper0_location_41"
"exper0_location_42","Astro_AMY",0,0,0,0,0,0,0.0448976112876182,0,0,0.0462323962837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223431695472018,0,0,0,0,0,0.0247467643930709,0.17962123701122,0,0,0,0,0,0,0,0.133828670024476,0,0.174889691462876,0,0.172351934065017,0,0,0.223431695472018,"exper0_location_42"
"exper0_location_43","Ext_Hpc_CA1",0,0,0,0,0,0,0,0,0,0,0.00905620125744296,0.0488192178517161,0,0,0.0232177965051312,0,0.402482482860747,0,0,0.0062142929800054,0,0.0316457495295292,0,0,0,0.000888558324201687,0.0844770688619235,0,0,0,0.0118055734454428,0,0,0,0.0963000657047344,0,0,0,0.00682562611247217,0,0,0,0.172530446187733,0,0,0,0.0446993628860062,0.0610375574929146,0,0.402482482860747,"exper0_location_43"
"exper0_location_44","Ext_Hpc_CA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190094209511418,0,0,0,0,0,0,0,0,0,0.0780704461289101,0.160460775244906,0,0,0,0,0,0,0.16604533689772,0,0,0,0,0,0,0,0.0943329150110014,0,0.150077281664987,0,0.160919035541057,0,0,0.190094209511418,"exper0_location_44"
"exper0_location_45","Astro_WM",0,0,0,0.0202632393883621,0,0.0124000029372964,0,0.0826629579068259,0,0,0.0274649707084163,0.00980049987388793,0,0,0,0,0.128118745553205,0,0,0.0112341271404406,0,0,0,0,0,0.0776762201777014,0.143939607350411,0,0,0,0.0229019584718503,0,0,0,0.103489592699324,0,0,0,0,0,0,0,0.204612381277603,0.0354852271120402,0,0,0.0480000753241291,0.0719503940785066,0,0.204612381277603,"exper0_location_45"
"exper0_location_46","Ext_Hpc_CA1",0,0.109356215823247,0,0,0,0.00784720913201452,0,0.0375909440981182,0.0325385401071396,0,0.0755487413126455,0.00429711750732322,0,0,0,0,0.292484857113606,0,0,0.00729565947773852,0,0,0.0117141690153843,0,0,0.0149262535828539,0.0698190367783527,0,0,0,0.0160641169891371,0,0,0,0.0827390704474478,0,0,0,0.0069688060838448,0,0,0,0.16307860140474,0.00685545038909365,0,0,0.0383708383272231,0.0225043724100903,0,0.292484857113606,"exper0_location_46"
"exper0_location_47","Unk_1",0.179718471679767,0,0,0.0620278177267753,0,0,0,0.178864478802844,0,0,0.00243578521524863,0,0,0,0,0.136985142881055,0,0.0585132267126904,0,0.00852314342519745,0,0,0,0,0,0.0494846574273675,0.249212497899613,0,0,0,0,0,0,0,0,0.0407662916775086,0,0,0,0,0,0,0,0.0334684865519333,0,0,0,0,0,0.249212497899613,"exper0_location_47"
"exper0_location_48","Ext_Amy_2",0,0,0,0,0,0.0165299333722549,0,0,0.0060502720012895,0,0,0,0,0,0,0.0839543169426164,0,0,0.126718123865839,0,0,0,0,0,0,0.0272062503855401,0.0781315139778285,0,0,0.0217716447327791,0,0,0,0,0,0,0,0,0,0.438929821431052,0,0,0,0,0,0,0,0,0.200708123290801,0.438929821431052,"exper0_location_48"
"exper0_location_49","Ext_Amy_2",0,0,0,0.0249596037233547,0,0.0182219204435322,0,0.0677856695180773,0,0,0,0,0,0,0,0.0727680225041319,0.241693736016798,0.0151802716680924,0,0,0,0,0.0514190532962606,0,0,0.0135870062573505,0.111333397774291,0,0,0,0,0,0.0372925715692517,0,0,0,0,0,0,0.328087846139055,0.0176709010898057,0,0,0,0,0,0,0,0,0.328087846139055,"exper0_location_49"
"exper0_location_50","Ext_Hpc_DG2",0.0621660407847891,0,0,0.145289979827443,0,0,0,0.52129380422001,0,0,0,0,0,0,0,0,0.00650012770233494,0,0,0,0,0,0,0,0,0.0107329867086081,0.0991528006988651,0,0,0.0118745693733169,0.020963019478212,0,0,0,0,0,0,0,0,0,0,0,0,0.0128090197611616,0,0,0,0.109217651445259,0,0.52129380422001,"exper0_location_50"
"exper0_location_51","Ext_L25",0.190006526698879,0,0,0,0,0,0,0,0.00832201720659755,0,0.0469773782254018,0.00274027653690976,0,0,0,0.0299977787479819,0.00877915309462272,0,0,0.0796594174445394,0.0141459622581534,0.143073354639809,0,0,0,0.0478182908192368,0.180783722678435,0,0,0,0,0,0,0,0,0,0,0,0.0175089663490479,0,0,0,0,0.0535773183429228,0,0,0,0.176609836957463,0,0.190006526698879,"exper0_location_51"
"exper0_location_52","Ext_ClauPyr",0.0747282659573569,0.0658540140986805,0,0,0,0,0,0,0,0,0,0,0,0,0.0158049525130026,0.0513083398400698,0,0,0,0,0,0.00222485324280358,0,0,0,0.0041515658504048,0.0969041378286678,0,0,0,0,0.0492507729765416,0,0,0,0,0.0845775849869103,0.450473531438615,0,0,0,0.0663175956188962,0,0,0,0.0384043856480511,0,0,0,0.450473531438615,"exper0_location_52"
"exper0_location_53","Ext_L25",0.306866255962217,0,0,0,0,0,0,0.0836023830832421,0,0,0.0543892155349386,0,0,0,0,0,0,0,0,0.0708449232901072,0.026868530149821,0.0999611608985326,0,0,0,0.0238104704514295,0.135315580455442,0,0,0.0132700543372896,0,0,0,0,0,0,0,0,0,0,0,0.146726647444382,0,0.0383447783925981,0,0,0,0,0,0.306866255962217,"exper0_location_53"
"exper0_location_54","Ext_ClauPyr",0,0.0827589829294896,0,0,0,0,0,0.0421140984853148,0,0,0.101874395557148,0.194711561238455,0,0,0,0,0,0,0,0.0125163879481152,0,0,0,0,0,0.020573578589645,0.162090196636483,0,0,0,0,0,0,0,0,0,0,0.321543052467953,0,0,0,0,0,0.00231595190985691,0,0.0420456529056658,0,0.017456141331873,0,0.321543052467953,"exper0_location_54"
"exper0_location_55","Inh_Pvalb",0,0,0,0.0173410788023303,0,0,0,0.0805155202967697,0,0,0.00319000888186513,0.00321888638682949,0,0,0,0.0584990953666287,0,0.0220857996076353,0,0,0.00636315713955913,0,0,0,0,0.00968433964792147,0.0912560991069269,0,0,0.00870808560705389,0,0.440318910849771,0,0,0,0,0.134467375715306,0,0,0,0,0,0,0.00905060517535811,0,0,0,0.115301037416045,0,0.440318910849771,"exper0_location_55"
"exper0_location_56","Inh_Vip",0,0.11569878572838,0,0.0203306529704863,0,0,0,0.084948144595816,0,0,0.0879168037739445,0.24481285674902,0,0,0,0,0,0,0,0.00560774970076844,0,0.0328421264417557,0.0150684584644017,0,0,0.0318116880735632,0.0258938907075198,0,0,0,0,0,0,0,0,0,0.141420499548555,0.124206516365616,0,0,0,0,0,0,0,0,0,0.0694418268801737,0,0.24481285674902,"exper0_location_56"
"exper0_location_57","Nb_1",0,0,0,0,0,0,0,0.0274686070522173,0,0,0.0567360096061237,0,0,0,0,0,0,0,0,0.128467242799134,0.16642381451233,0.0169726228981479,0,0,0,0.02105791278232,0.103847554880292,0,0,0,0,0.0541112437229284,0,0,0,0,0.0138525875377326,0,0,0,0,0.0957713179815494,0,0.0426542867344918,0,0.0317316596811661,0,0.240905139811567,0,0.240905139811567,"exper0_location_57"
"exper0_location_58","Nb_2",0,0,0,0,0,0,0,0,0,0,0.0112370100933832,0.00719313252743124,0,0,0.149518433142352,0,0,0,0,0.0176981304069581,0,0.048859697501483,0,0,0,0.00393175081874058,0.0378687119972718,0,0,0,0.284319903545378,0.0464990783849924,0,0,0,0,0,0,0,0,0,0.0766015098508827,0.187611678011796,0.0177567748775125,0,0.0506836777130065,0,0.0602205111288117,0,0.284319903545378,"exper0_location_58"
"exper0_location_59","Inh_Pvalb",0,0,0,0,0,0,0,0,0,0,0.00565053928623793,0.00386942045702241,0,0,0,0,0,0,0,0.0106605129412257,0.00966893861276409,0.0268330381027563,0,0,0.0144487063936748,0,0.0498293540717894,0,0,0,0,0.68140933107574,0,0,0,0,0,0.0453937837185575,0,0,0,0.0363588585043741,0,0.00806693868673598,0,0.0306846111927742,0,0.0771259669563473,0,0.68140933107574,"exper0_location_59"
