,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12
DC_CCR7+,0.030141607035039184,0.13990809570453486,0.4433957033287926,0.0,0.0,0.0,0.0,0.0,0.1169172811753366,0.0430216005380265,0.2266157122182704,0.0,0.0
DC_cDC1,0.5892883432314717,0.0,0.0,0.0,0.11530355846944079,0.00854688332574492,0.11161709281388615,0.05866723016248002,0.0423927265670857,0.011473994818206087,0.057944472599993885,0.0,0.004765698011690664
DC_cDC2,0.09989625473528706,0.24059815548053035,0.00985920869681639,0.0,0.0179855497775778,0.0,0.0,0.0,0.0,0.0,0.37191145315726903,0.25974937815251936,0.0
DC_pDC,0.0747655725172153,0.1767945427037075,0.1720091689850917,0.042077927413288065,0.0,0.035660760842557176,0.0,0.030203223198736008,0.0,0.0,0.0,0.4684888043394041,0.0
Endo,0.0,0.08047145631971193,0.0,0.012198844239878508,0.04497367050954418,0.0,0.009136324061039272,0.0,0.029952075046491652,0.007652975676108328,0.42688080547621493,0.38372093940656243,0.005012909264448666
FDC,0.0,0.0,0.0,0.0,0.14972023767454676,0.0,0.18005645994022076,0.0,0.0,0.06064833342384485,0.08275542657865069,0.0,0.5268195423827371
ILC,0.0,0.1692415092878938,0.18351101570899428,0.10161193914141857,0.0,0.10159419889828607,0.010665992887378463,0.0,0.0,0.0,0.11325568804933708,0.2934721711494462,0.026647484877245668
Macrophages_M1,0.07711066739816431,0.0,0.10580705347169284,0.018038172872170685,0.03343956844600401,0.027104269105708602,0.09648610695271555,0.04964069084336674,0.009882417517786879,0.007173865644256987,0.4795568605263875,0.0,0.09576032722174593
Macrophages_M2,0.0,0.0,0.0,0.0,0.0,0.10762264500006714,0.0048293378260572456,0.0,0.11468492431458639,0.017512455800226624,0.0,0.7553506370590626,0.0
Mast,0.039102564470339315,0.1026083005059223,0.0,0.03189455177237804,0.06238741594615392,0.12278221789504234,0.06692652770803675,0.07007819761980437,0.0227432203326709,0.002703209617819111,0.27748995604003157,0.1826540941674164,0.01862974392438491
Monocytes,0.0,0.07304882780422457,0.009423316913367952,0.0,0.058192495731964916,0.11344780840312187,0.0,0.0,0.004834875844964888,0.033954866288035325,0.33632451579529765,0.3707732932190228,0.0
NK,0.0,0.14949313512371568,0.2890999132773718,0.06939189252466238,0.0,0.10456272486754024,0.012149041493508848,0.0,0.0,0.0369037484113167,0.0027029766493329873,0.28727232199692104,0.04842424565563035
NKT,0.06929706513090411,0.020250942936864576,0.14885728792414488,0.0,0.1461939799299994,0.109517920582533,0.04865935433337973,0.03327371664146014,0.030428728504928865,0.004988355209220111,0.15979516438706262,0.2230715781435191,0.005665906275983279
T_CD4+,0.14836805952906393,0.0,0.028792713456167414,0.0,0.3307962971842306,0.03311986936952423,0.0823718944129263,0.02502339842013217,0.080717413317296,0.0,0.1961588545281321,0.06969803392558542,0.004953465856941838
T_CD4+_TfH,0.0,0.011743156421859956,0.3481819186912269,0.11803185336038263,0.0,0.1734193324176555,0.018417947817390805,0.0,0.0420368282300628,0.015961020612393018,0.0,0.22126370309251175,0.05094423935651661
T_CD4+_TfH_GC,0.0,0.0,0.1447341414144225,0.1286982393241369,0.07103782708864076,0.0,0.05795273255775958,0.03428396381858794,0.0,0.006341253240213837,0.0,0.0,0.5569518425562385
T_CD4+_naive,0.08801034877249803,0.0,0.0,0.0,0.15240251790584952,0.011176831770351075,0.0,0.0,0.7484103015513014,0.0,0.0,0.0,0.0
T_CD8+_CD161+,0.010091603158314583,0.06760146576344793,0.2612336258100953,0.055922599008315144,0.02992386236645313,0.1313645587178041,0.04105877809761053,0.0008833989902540561,0.06479809187226346,0.012767998878586501,0.03725606182325729,0.25579664755620474,0.031301307957393276
T_CD8+_cytotoxic,0.04452601075246044,0.015889324970179003,0.44920567736818007,0.0728755438720725,0.0025534177845955193,0.11376144477183196,0.00919221154360019,0.0,0.03290066823994129,0.03917962157304951,0.0,0.1908249063590655,0.029091172765024112
T_CD8+_naive,0.0,0.04803175070502509,0.16771168105253242,0.020674324558026157,0.0,0.11166569001930039,0.0,0.02955302602523468,0.4345822074991238,0.0,0.0,0.18778132014075738,0.0
T_TIM3+,0.0,0.4737045437400693,0.07778500185962363,0.06286343363701229,0.0,0.08288186950879788,0.023172889999239093,0.11298990036807931,0.03900620694439679,0.028768058892103054,0.0,0.05258883792657063,0.04623925712410803
T_TfR,0.0,0.021463924337946732,0.5741383209988039,0.00035089327345491763,0.06587939217067969,0.0,0.0,0.0729144914913416,0.11948088549402255,0.037439116080205226,0.0579105791819853,0.0,0.05042239697155998
T_Treg,0.0,0.0,0.6538004366762242,0.05961990118271231,0.0,0.029883593241602894,0.0,0.0,0.16182474942099384,0.018824315522579446,0.0,0.06723380173020682,0.008813202225680364
VSMC,0.0,0.09813539476550417,0.07584935795557189,0.010186371918514181,0.0686461301024617,0.12349020646407519,0.025633657273328784,0.005493043965681077,0.058183679124401644,0.00468321201160595,0.3244099063152711,0.19759650290805647,0.007692537195527759
