,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12,mean_cell_type_factorsfact_13,mean_cell_type_factorsfact_14,mean_cell_type_factorsfact_15,mean_cell_type_factorsfact_16,mean_cell_type_factorsfact_17,mean_cell_type_factorsfact_18,mean_cell_type_factorsfact_19,mean_cell_type_factorsfact_20
NK,0.1053467921962691,0.0,0.02168084814731073,0.0,0.0,0.06518762482052382,0.014854692847164236,0.11467026451261121,0.448306641697597,0.038080381384901385,0.0,0.05237100497416448,0.01066107633299488,0.0,0.0,0.011578527109596705,0.0,0.01831320590935482,0.018548731286449405,0.03364302868451661,0.04675718009654574
NKT,0.1402709861965058,0.03232718038195179,0.05634974723019646,0.0,0.019072022688024205,0.056269219570644576,0.04963569673059392,0.12871195605215782,0.04696892012279469,0.0,0.1120911574433738,0.06830019292483984,0.0044338725233305145,0.09022814388987768,0.05673937266650893,0.026129607267908927,0.07503970973331082,0.0029900337522998843,0.0,0.0,0.034442180825680555
T_CD4+,0.0530693403318374,0.06046830779314852,0.05911362717604799,0.02038603471330835,0.0638688564560444,0.036298355465355564,0.1304037589309058,0.0,0.0,0.0,0.29299238090734453,0.01949885582933297,0.0,0.0763771436841199,0.0644929601705336,0.012079798643723888,0.11095057989829711,0.0,0.0,0.0,0.0
T_CD4+_TfH,0.1732173914102665,0.01653780882345418,0.0,0.0,0.008556959340399134,0.21951123964124053,0.0,0.15408817275534742,0.09378697166678256,0.08421139811151443,0.0,0.11847136598873007,0.02651129169972107,0.0,0.0,0.0,0.0,0.01009007323895968,0.0477885101004582,0.0,0.047228817223126225
T_CD4+_TfH_GC,0.0,0.06272392339883003,0.0,0.05600910113236065,0.0,0.04564953720353242,0.0,0.0007604078539769851,0.0,0.07144633578390225,0.024973037716139217,0.0,0.15308449258174833,0.0009466992552598484,0.0,0.0,0.016440864472133596,0.002219721529893509,0.5657458790722232,0.0,0.0
T_CD4+_naive,0.0,0.0,0.0,0.0,0.6856848150292537,0.1038403383734001,0.07109951690877873,0.0,0.0,0.0,0.12660223938374493,0.0021976184664065958,0.0,0.00019678484990495984,0.0,0.00011856308948238181,0.0,0.001143313386113939,0.0,0.0,0.009116810512914637
T_CD8+_CD161+,0.15069762744646198,0.031261822619434304,0.027707094012338836,0.01503662011496044,0.031080356563279895,0.13385467068949966,0.0,0.21625308225914575,0.06004966980031193,0.037176352594954894,0.021818197802666417,0.0841687527004339,0.01921551933382323,0.01947060842886094,0.03803934380022206,0.008357128317991486,0.008612671490016351,0.008003556489264775,0.00790847621175008,0.020926651589698957,0.0603617977348841
T_CD8+_cytotoxic,0.0,0.010011384863036965,0.003580559572742872,0.01576988716794001,0.0,0.16922966937809178,0.0,0.4542611935110989,0.05780010730192445,0.046070202741821296,0.00855813890330907,0.06795225262570549,0.006275859935024297,0.005955749226362759,0.011840672676466392,0.0,0.017313834754754797,0.0213849184620765,0.02447163486106814,0.0,0.07952393401857631
T_CD8+_naive,0.09858752457684837,0.0007277533444294446,0.0,0.0,0.30990683853514867,0.14577826231124064,0.0,0.21192848151643495,0.006571574792910309,0.009736034278519597,0.0,0.0746095936373065,0.002686402377140101,0.0,0.01583111600039348,0.02468075957194306,0.0,0.0,0.0,0.01836472591340614,0.08059093314427872
T_TIM3+,0.06024157464469388,0.01808541916958688,0.04240836252368333,0.0,0.007413288620216749,0.08633345686862724,0.0,0.0553659084883095,0.03318253063987046,0.05003515179272423,0.0021416577602139616,0.049698084888515216,0.02902047220110985,0.0,0.03364428551903619,0.08036282565975314,0.005136046308655816,0.024647095045179677,0.012900840272000755,0.40063848220174997,0.008744517396073273
T_TfR,0.0,0.004832299093846605,0.06725761778944309,0.006339922159150467,0.027246309806848355,0.5533020934491792,0.018578573671169156,0.0,0.0,0.014884318464155671,0.05614302581953245,0.0,0.0,0.0,0.006808025147562985,0.03714140355092187,0.03483660366428395,0.02759556694219259,0.10489432871066154,0.04013991173105204,0.0
T_Treg,0.09183988491457654,0.005443207023635903,0.0,0.0,0.05310248315202308,0.6178811384824416,0.0046077400521203375,0.06234140538562802,0.019981682980201643,0.06095523147715505,0.0,0.027365932003962253,0.01111877336282089,0.002435763570847026,0.0,0.0018522486496905073,0.0,0.015963317826037573,0.009374360950681882,0.0,0.015736830168177736
VSMC,0.07228994781454257,0.007939464993451571,0.03571357424251322,0.0,0.021073806763542247,0.034227810944166485,0.028382013484893713,0.029434626285962166,0.02975091674769947,0.014526565776557511,0.022877942259510575,0.03709368834381438,0.0,0.4966564411596496,0.06648953104594676,0.016253376205418495,0.040624766503021104,0.0030770733734726227,0.0009027121000590765,0.03807521455274106,0.004610527403037134
