,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12,mean_cell_type_factorsfact_13,mean_cell_type_factorsfact_14,mean_cell_type_factorsfact_15,mean_cell_type_factorsfact_16,mean_cell_type_factorsfact_17
DC_CCR7+,0.0,0.043202081121500716,0.41252228709146127,0.01590075286792403,0.09722907975139239,0.0,0.036943607130251535,0.0,0.0,0.0,0.06725230700978449,0.0,0.0,0.0,0.20370336865563576,0.0,0.12324651637204981,0.0
DC_cDC1,0.11595382483669626,0.04341349164274946,0.0,0.5741122832290168,0.0,0.0,0.010384477228164492,0.03618299304353348,0.008240221304373333,0.0921096146474747,0.0,0.0,0.04279574250159592,0.0015717835523012089,0.06281477501985226,0.0,0.012420792994242202,0.0
DC_cDC2,0.02516541477691186,0.0,0.0,0.05132559115828504,0.37764009292573314,0.0,0.0006133781162989268,0.0,0.0,0.0,0.0,0.0,0.008397861070939249,0.02529681480251127,0.21065555897987273,0.024224044365186177,0.27668124380426173,0.0
DC_pDC,0.0,0.014424765287987513,0.04404935410952127,0.06275867191483832,0.47968721383312857,0.032170734895585404,0.0,0.0,0.003182877578071612,0.0,0.06024281397553056,0.0,0.03133763168866922,0.27214593671666754,0.0,0.0,0.0,0.0
Endo,0.02180372231280416,0.010636613087571849,0.019247213273671744,0.03773034406398013,0.02458835072382434,0.01671513301014987,0.011020516683658717,0.0,0.04339903080601622,0.000797277531276914,0.022987324877931575,0.007031461116293542,0.004199031628557404,0.0930465014320628,0.05538080885902316,0.5375408158461953,0.09116821766304248,0.0027076370839396497
FDC,0.04816444696055384,0.0,0.0,0.0,0.0,0.0006307085037006333,0.021987514906727616,0.6452783051314305,0.0,0.08638694718369534,0.0,0.06723727111630942,0.0,0.0,0.0,0.0,0.0,0.13031480619758268
ILC,0.0,0.0,0.10101129514157822,0.0,0.25980489128920187,0.08893779200380762,0.0,0.0,0.07704549712736443,0.010760135944003974,0.07337498161303387,0.0,0.0,0.13225680459448091,0.018643655181060502,0.07106744427700702,0.1309353066541198,0.03616219617434184
Macrophages_M1,0.04669344838215018,0.02077403816984628,0.03738279174272476,0.0,0.0,0.01485540704265849,0.0,0.07716900181993354,0.019270204797402615,0.08011921866405683,0.0,0.07511068285433972,0.0,0.04288826159103343,0.5475409059379039,0.0,0.0,0.0381960389979502
Macrophages_M2,0.0,0.06084605716928439,0.07916024041961504,0.029115810096113127,0.0,0.0,0.019402464602693653,0.0,0.0,0.006242188182128024,0.0006692976872814049,0.0,0.003340864639985702,0.7984889665032171,0.002243994078702135,0.0,0.0,0.0004901166209793877
Mast,0.05664905358981835,0.01868886080183449,0.0,0.01468887251070484,0.08979020138261132,0.029825302968038987,0.0036231195919182095,0.0,0.09412246846601213,0.05915861010455712,0.035724482431990286,0.004388150212116262,0.05511846069318905,0.1069332050827083,0.1847599479650984,0.06882830463078625,0.1612702021876092,0.016430757381006775
Monocytes,0.04384771954308865,0.0028939618339190597,0.0,0.0,0.14311205861776874,0.0034334278120743507,0.027381668990506765,0.0,0.07596033062213355,0.0,0.0,0.0,0.0,0.20728940800786813,0.13975398587075682,0.14132597752842097,0.21500146117346305,0.0
NK,0.0,0.0,0.148828521179506,0.0,0.4632390762661472,0.056686024786520635,0.030887677869672236,0.0,0.0958404023833946,0.018432861820898316,0.015386181684921093,0.036615364061373445,0.006868630430801054,0.06202866929188463,0.0,0.030301726415732172,0.0,0.034884863809148625
NKT,0.12711180288488186,0.018445345426168734,0.10526020044063704,0.04791587032730738,0.14251286186267476,0.0,0.002236019759106073,0.0044594627520553095,0.08763306785961954,0.04199130087156026,0.0,0.0,0.02301656273041287,0.12538511778931774,0.07667929976761188,0.052085058146909786,0.131123605503279,0.014144423878457843
T_CD4+,0.2992996117758418,0.06561058019479374,0.04267268598666756,0.12170030086734415,0.0,0.0,0.0,0.029827769188191664,0.028063173222647682,0.06773487395757924,0.0,0.0,0.011440509005591798,0.036766115179780616,0.11968051400657513,0.056760523298992956,0.11749281572468213,0.0029505275913113064
T_CD4+_TfH,0.0,0.006517285577132722,0.2855138441855675,0.0,0.17577588982841572,0.10506722318836573,0.011676690464085596,0.0,0.1465720122925651,0.023841015459837585,0.0,0.05715091814446537,0.0,0.15598047969116582,0.0,0.0,0.0,0.03190464116839877
T_CD4+_TfH_GC,0.027699529272567903,0.0,0.04521438441799821,0.0,0.0,0.06546564473668617,0.002647438695980683,0.061007920550101964,0.0,0.057911367074044325,0.0,0.5732143763741351,0.0,0.0,0.002712031989864808,0.0,0.0016596430830065987,0.16246766380561406
T_CD4+_naive,0.1283548082761712,0.6981957395962265,0.09283790465659572,0.06506457278500538,0.0,0.0,0.001726218823019897,0.0,0.0,0.0,0.0,0.0,0.0,0.009401862143901362,0.004418893719079999,0.0,0.0,0.0
T_CD8+_CD161+,0.02537280994081463,0.034736353610962896,0.2069745258276115,0.007906758918996625,0.19695438396552226,0.05154817768043137,0.00994236308686141,0.012424705596257147,0.106241801172133,0.03953201388144259,0.0206265673735643,0.012646172835878593,0.005766204173084192,0.15650028099126895,0.007708534123174772,0.037634915821939084,0.042620795682827,0.024862635317229757
T_CD8+_cytotoxic,0.005086266404559414,0.0,0.34570167580648087,0.03098595504605334,0.23428163138981814,0.066292274910158,0.029981753762781706,0.020373767368121534,0.0986041749340314,0.012151555164842951,0.0,0.03585812548735633,0.0,0.10528984347851136,0.0,0.0,0.0,0.01539297624728488
T_CD8+_naive,0.0,0.3533912102898226,0.20602375702394163,0.0,0.1295486678179369,0.016584264839159903,0.0,0.0,0.0861795061070458,0.0015149448892887562,0.01928535750795672,0.0,0.025599638605272777,0.14892705008737508,0.0,0.009507883434095272,0.0,0.0034377193981046587
T_TIM3+,0.0,0.008152146657057829,0.093526438764441,0.007854695387500476,0.08312036523913804,0.05562421856938986,0.026870099303094166,0.0,0.049999243776170106,0.018390310572844855,0.42295095700848584,0.015514999107844964,0.08598024317481154,0.044637719653416785,0.01832956589826752,0.026453183329011507,0.012500207002433117,0.030095606556092478
T_TfR,0.05914368126694128,0.025529265536198005,0.5505593125124916,0.014328950534901795,0.0,0.009401636187666748,0.027612675867922272,0.011518752579210766,0.0,0.004485250855865751,0.04725040875213051,0.10896958313510292,0.0567149188330876,0.0,0.06452965134584622,0.0,0.019955912592634597,0.0
T_Treg,0.0,0.050370779874678744,0.6598838284947166,0.0,0.01973405755943787,0.06958099671513282,0.015780006877083315,0.0,0.03101175008457939,0.011049021733899983,0.004598518640289619,0.009196855823102423,0.020814051841142645,0.07639431502659107,0.0,0.0,0.02339756718209447,0.008188250147250735
VSMC,0.02788612226316779,0.03136388707931177,0.07315646085603529,0.0,0.0,0.02253008466055238,0.005657346488398746,0.0,0.0719327816280194,0.028017971818910917,0.01828117091994849,0.026456713260214083,0.018484106924944607,0.06415892953291293,0.0,0.04824179415218465,0.5571230621490503,0.006709568266348712
