,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11
DC_CCR7+,0.15238306578869612,0.0,0.0,0.1076774312713024,0.1397241103925314,0.0450539396064646,0.4752107958371526,0.0,0.0,0.07995065710385285,0.0,0.0
DC_cDC1,0.5961129717620132,0.0,0.12913057996175833,0.05374671822212298,0.0,5.371490872760809e-05,0.0,0.1306980460109472,0.054239072769588406,0.0,0.0018846322587907313,0.034134264106051596
DC_cDC2,0.18888706562984003,0.0,0.03576532035784976,0.0,0.2671386600745411,0.0,0.0189982965332879,0.0,0.0,0.44029801300323324,0.0,0.04891264440124787
DC_pDC,0.01382131361126045,0.056343041379614864,0.0,0.007571983891876053,0.209180298094677,0.0,0.17343191790767648,0.0002111277650713745,0.028366415079315897,0.2698191882274182,0.0,0.24125471404308982
Endo,0.03258013402821483,0.004777339826635835,0.07250729714617181,0.03543543102571536,0.09549635286650847,0.016845983603953535,0.0,0.010098489764934767,0.0,0.6241025043603023,0.02648782106257142,0.08166864631499159
FDC,0.057701029663507535,0.0,0.15774857887984825,0.0,0.0,0.0623057305525417,0.0,0.1710142342502642,0.0,0.0,0.5512304266538381,0.0
ILC,0.0,0.11039998877126694,0.0,0.0,0.1824678517894066,0.0,0.19678182308411418,0.018656705091632975,0.0,0.27138924271079534,0.027064374947507342,0.19324001360527654
Macrophages_M1,0.26146133321845055,0.0,0.08641493375777555,0.0,0.0,0.018775384412868888,0.14415281058797833,0.07377807682642748,0.015643023941784476,0.2567491833413089,0.14302525391340565,0.0
Macrophages_M2,0.0,0.003925718671373427,0.0,0.11993995160692357,0.0,0.005339311858095302,0.0,0.009707038133516942,0.0,0.4311435255098755,0.0,0.42994445422021527
Mast,0.10866317289272513,0.026972575800495717,0.08792712177984996,0.023694239980669766,0.11271720268162067,0.008459630697912444,0.0,0.06475498239124963,0.06619750151431826,0.3064432257218715,0.03506759009080701,0.15910275644848007
Monocytes,0.04993004375599503,0.0,0.08030737453427095,0.0019314751003159764,0.07512878411637197,0.04364550555855991,0.026865796319425348,0.0,0.0,0.5074431635897179,0.0,0.21474785702534308
NK,0.0,0.083016670396835,0.0,0.0,0.14879166107279493,0.035265601099196436,0.30148886873903746,0.02316415042387563,0.0,0.1554786783828634,0.03617393947044182,0.2166204304149554
NKT,0.09486040918155934,0.0,0.16173778019317958,0.030957057407753383,0.021587942288593693,0.0057402000298240365,0.1646763829476435,0.05467921581954266,0.030250226871170363,0.2465721211721477,0.00876004969631442,0.18017861439227145
T_CD4+,0.19640613988808295,0.0,0.3613718215527664,0.08354681997986245,0.0,0.0,0.038418724736494,0.08497942008930741,0.017403922857137016,0.16832513891370088,0.010643611652232404,0.03890440033041656
T_CD4+_TfH,0.0,0.13462721179210652,0.0,0.045066587656825495,0.01632974659064688,0.014424768421033816,0.36427239671990225,0.026912734042481564,0.0,0.08362532260153542,0.04554862423148619,0.2691926079439818
T_CD4+_TfH_GC,0.0,0.12768873419624438,0.06953574432067551,0.0,0.0,0.007755211641922024,0.13552247492761837,0.05230645391185764,0.03617255659643431,0.0,0.5710188244052476,0.0
T_CD4+_naive,0.08384111026307421,0.0,0.15639755246378964,0.7518014861871818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007959851085954378
T_CD8+_CD161+,0.007817349163315761,0.06758090638010787,0.026767588128564404,0.07006304569149864,0.07354404959578127,0.011244394324707802,0.266578814868462,0.051576668824826255,0.002417079687282367,0.17280361581327294,0.02526314745854674,0.22434334006363388
T_CD8+_cytotoxic,0.037517007838922235,0.0868681147575608,0.0,0.03715650352255058,0.023443888824191614,0.03730433085809319,0.461316115787127,0.018757634378462142,0.0,0.07840232784087857,0.021585979162649205,0.19764809702956476
T_CD8+_naive,0.0,0.026106019600269124,0.0,0.44640055369024123,0.049495650142203314,0.0,0.16723876910123173,0.0011023042849868975,0.027981782351754116,0.09938040992070803,0.0,0.1822945109086055
T_TIM3+,0.0,0.06419320076264486,0.0015210023011374301,0.04038996299969771,0.48592327279442155,0.03084008707353043,0.07530952950317892,0.02322621609028398,0.1298442327685778,0.00837682298870444,0.046192102375714986,0.09418357034210792
T_TfR,0.03479712037745972,0.004339315393648666,0.0721079449999351,0.11692289675251294,0.018014173492695653,0.03944563466408297,0.5940055341122816,0.0,0.07095313868383774,0.0,0.04941424152354549,0.0
T_Treg,0.0,0.06893678631963142,0.0,0.16621351344533855,0.0,0.019002805682650815,0.667391265975712,0.0024038125943126824,0.0,0.0,0.006729847047265852,0.06932196893508871
VSMC,0.03475938177860659,0.0,0.10576273103676134,0.05827046784387789,0.09005558183485655,0.016465810008462166,0.10071383853739874,0.024877291490395113,0.008042899333436732,0.38274838414139295,0.026646576888600164,0.15165703710621192
