,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12
DC_pDC,0.0,0.0,0.0,0.0,0.0,0.05727632629553529,0.00228354018521623,0.0,0.0,0.0,0.0,0.1641149197378213,0.7763252137814272
Endo,0.0,0.0,0.0,0.0,0.0,0.10409394836516507,0.052763420466754384,0.0,0.0,0.05830432155584695,0.0,0.1813609736365023,0.6034773359757313
FDC,0.0,0.0,0.0,0.0,0.0,0.02866096836726792,0.3858686876206453,0.0,0.0,0.12715282548505347,0.0,0.3615911446863669,0.09672637384066642
ILC,0.0,0.0,0.0,0.0,0.0,0.0,0.03181858452465233,0.0,0.0,0.0,0.0,0.038996424401573034,0.9291849910737746
Macrophages_M1,0.0,0.0,0.0,0.0,0.0,0.13326881323214126,0.1730752943353956,0.0,0.0,0.09387757327703031,0.0,0.2102397944486276,0.3895385247068052
Macrophages_M2,0.0,0.0,0.0,0.0,0.0,0.20522174681467714,0.02286657403713355,0.0,0.0,0.0,0.0,0.06683768538847028,0.7050739937597191
Mast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1795963521111162,0.8204036478888839
Monocytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09446904366972972,0.9055309563302703
NK,0.0,0.0,0.0,0.0,0.0,0.07010926046081244,0.0,0.0,0.0,0.0,0.0,0.17644713556694358,0.753443603972244
NKT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17785513458220042,0.8221448654177995
T_CD4+,0.0,0.0,0.0,0.0,0.0,0.0,0.023512907915371233,0.0,0.0,0.0,0.0,0.3907366859161992,0.5857504061684295
T_CD4+_TfH,0.0,0.0,0.0,0.0,0.0,0.0,0.14769414003474843,0.0,0.0,0.0,0.0,0.0,0.8523058599652515
T_CD4+_TfH_GC,0.0,0.0,0.0,0.0,0.0,0.12073189680650592,0.31310741458929403,0.0,0.0,0.020415334324467946,0.0,0.5457453542797321,0.0
T_CD4+_naive,0.0,0.0,0.0,0.0,0.0,0.9796163442753522,0.0,0.0,0.0,0.0,0.0,0.020383655724647714,0.0
T_CD8+_CD161+,0.0,0.0,0.0,0.0,0.0,0.05098531613729489,0.0,0.0,0.0,0.05748891224778766,0.0,0.10881139434416508,0.7827143772707524
T_CD8+_cytotoxic,0.0,0.0,0.0,0.0,0.0,0.19754572230962655,0.04397413826928094,0.0,0.0,0.0,0.0,0.2534690070820775,0.505011132339015
T_CD8+_naive,0.0,0.0,0.0,0.0,0.0,0.6051431828140108,0.0,0.0,0.0,0.0,0.0,0.04012534046442055,0.35473147672156863
T_TIM3+,0.0,0.0,0.0,0.0,0.0,0.11243941495007942,0.0721501536171795,0.0,0.0,0.2067120034634966,0.0,0.16120005285538347,0.44749837511386104
T_TfR,0.0,0.0,0.0,0.0,0.0,0.316920595504322,0.028879854420726787,0.0,0.0,0.13035986441190747,0.0,0.17915348865949282,0.3446861970035509
T_Treg,0.0,0.0,0.0,0.0,0.0,0.3072543715505682,0.19784078435204294,0.0,0.0,0.01118016367171546,0.0,0.06852283062735401,0.4152018497983194
VSMC,0.0,0.0,0.0,0.0,0.0,0.18355537967784064,0.0363740572978063,0.0,0.0,0.03540686421271673,0.0,0.16563608693119097,0.5790276118804453
