ENSEMBL,means_sample_effectsample_5705STDY8058280,means_sample_effectsample_5705STDY8058281
ENSMUSG00000025939,0.04705045372247696,0.028054511174559593
ENSMUSG00000079658,0.013944032602012157,0.015040036290884018
ENSMUSG00000025940,0.009589924477040768,0.005071686115115881
ENSMUSG00000101640,0.0763571709394455,0.08640656620264053
ENSMUSG00000042686,0.019844897091388702,0.021711692214012146
ENSMUSG00000025777,0.010217580944299698,0.012056684121489525
ENSMUSG00000085125,0.0015699779614806175,0.001826428691856563
ENSMUSG00000025776,0.0036777539644390345,0.003395265666767955
ENSMUSG00000099895,0.02221805602312088,0.007328897248953581
ENSMUSG00000089787,8.525184966856614e-05,0.0002321391220903024
ENSMUSG00000042596,0.0004808571538887918,0.001124227186664939
ENSMUSG00000043760,0.005626802798360586,0.0024513029493391514
ENSMUSG00000025931,0.012064647860825062,0.01620372384786606
ENSMUSG00000025933,0.005688337609171867,0.005199484061449766
ENSMUSG00000025934,0.002498523099347949,0.0034688012674450874
ENSMUSG00000028033,0.18587124347686768,0.1681695282459259
ENSMUSG00000041670,0.21479478478431702,0.20202681422233582
ENSMUSG00000026158,0.017453337088227272,0.014740818180143833
ENSMUSG00000099503,0.0004922233056277037,0.000446173275122419
ENSMUSG00000026156,0.014412487857043743,0.014584873802959919
ENSMUSG00000026155,0.02759825810790062,0.053153831511735916
ENSMUSG00000026154,0.0036839076783508062,0.0040816147811710835
ENSMUSG00000026153,0.03061745874583721,0.03772346302866936
ENSMUSG00000026147,0.0011580525897443295,0.0008035156060941517
ENSMUSG00000026141,0.011888006702065468,0.012244364246726036
ENSMUSG00000073725,0.03487389534711838,0.05083505064249039
ENSMUSG00000033569,0.3712952733039856,0.38321447372436523
ENSMUSG00000048874,0.05457644909620285,0.09088290482759476
ENSMUSG00000026064,0.008936584927141666,0.004827339202165604
ENSMUSG00000086727,0.00021114871196914464,9.706168930279091e-05
ENSMUSG00000026058,0.05197622627019882,0.05238449573516846
ENSMUSG00000026134,0.007500628940761089,0.013173332437872887
ENSMUSG00000004768,0.011588215827941895,0.00548707228153944
ENSMUSG00000042197,0.0181026179343462,0.028184203431010246
ENSMUSG00000042182,0.01916942000389099,0.0180523544549942
ENSMUSG00000026131,0.22719934582710266,0.12943367660045624
ENSMUSG00000026127,0.0025967364199459553,0.004576737526804209
ENSMUSG00000037509,0.01424818392843008,0.014951953664422035
ENSMUSG00000037503,0.024519504979252815,0.03130699694156647
ENSMUSG00000026123,0.011814496479928493,0.008606971241533756
ENSMUSG00000045216,0.010981431230902672,0.003522793762385845
ENSMUSG00000037470,0.020535962656140327,0.014224397018551826
ENSMUSG00000010453,0.01846970058977604,0.026171011850237846
ENSMUSG00000001143,0.021069876849651337,0.022607894614338875
ENSMUSG00000001138,0.014424607157707214,0.008800293318927288
ENSMUSG00000061518,0.006095194723457098,0.011755699291825294
ENSMUSG00000037351,0.02373245544731617,0.027483705431222916
ENSMUSG00000102416,0.004817122593522072,0.00613447604700923
ENSMUSG00000026116,0.05188941955566406,0.039012566208839417
ENSMUSG00000050122,0.0017962896963581443,0.0013932574074715376
ENSMUSG00000026114,0.00020254006085451692,0.00011240792082389817
ENSMUSG00000026113,0.03221357613801956,0.021343735978007317
ENSMUSG00000026112,0.0023755296133458614,0.004095934797078371
ENSMUSG00000026111,0.00823274813592434,0.017529835924506187
ENSMUSG00000026110,0.016244662925601006,0.014599582180380821
ENSMUSG00000026090,0.03450056537985802,0.026659104973077774
ENSMUSG00000060771,0.029698872938752174,0.02220550738275051
ENSMUSG00000026088,0.00874689407646656,0.00652362359687686
ENSMUSG00000026087,0.003157432423904538,0.010714108124375343
ENSMUSG00000087374,0.000334787939209491,0.00017648344510234892
ENSMUSG00000058407,0.007560693193227053,0.02511567249894142
ENSMUSG00000026083,0.038817912340164185,0.03868289664387703
ENSMUSG00000026082,0.042204272001981735,0.02246285043656826
ENSMUSG00000102716,0.00010771480447147042,5.906129808863625e-05
ENSMUSG00000037138,0.07073758542537689,0.055471859872341156
ENSMUSG00000085391,0.002587593626230955,0.002338051563128829
ENSMUSG00000087131,0.007468024734407663,0.005558340344578028
ENSMUSG00000048814,0.014537658542394638,0.01206281315535307
ENSMUSG00000026080,0.006178433541208506,0.006171314511448145
ENSMUSG00000026078,0.005591236054897308,0.005348192527890205
ENSMUSG00000026077,0.03203244507312775,0.026176678016781807
ENSMUSG00000003134,0.008456737734377384,0.006888841278851032
ENSMUSG00000003135,0.0031885697972029448,0.0036853114143013954
ENSMUSG00000048234,0.012555494904518127,0.009702966548502445
ENSMUSG00000050967,0.008983984589576721,0.00956493429839611
ENSMUSG00000026074,0.06526785343885422,0.07443030923604965
ENSMUSG00000026073,0.00443605100736022,0.0057088094763457775
ENSMUSG00000097899,0.0045464360155165195,0.008660474792122841
ENSMUSG00000026072,0.0016111115692183375,0.001125968643464148
ENSMUSG00000026069,3.7620349758071825e-05,4.544060357147828e-05
ENSMUSG00000026070,1.8850194464903325e-05,4.619709579856135e-05
ENSMUSG00000026062,0.0010894419392570853,0.0007836714503355324
ENSMUSG00000103679,0.00023041765962261707,0.0002892199845518917
ENSMUSG00000100832,0.0007558516226708889,0.0005567751941271126
ENSMUSG00000101299,0.004035141784697771,0.004515079781413078
ENSMUSG00000060424,0.020810045301914215,0.013282129541039467
ENSMUSG00000045515,0.006101344712078571,0.01178951095789671
ENSMUSG00000060679,0.02170548215508461,0.011738749220967293
ENSMUSG00000041907,0.013928662054240704,0.011154917068779469
ENSMUSG00000070939,0.013474704697728157,0.005006949882954359
ENSMUSG00000010290,0.0026156818494200706,0.003331767627969384
ENSMUSG00000008136,0.01030996348708868,0.0056981188245117664
ENSMUSG00000066877,0.020859479904174805,0.011711766943335533
ENSMUSG00000057363,0.021619519218802452,0.01710471883416176
ENSMUSG00000041763,0.027618873864412308,0.028148191049695015
ENSMUSG00000047343,0.003370090154930949,0.0019103059312328696
ENSMUSG00000026047,0.00619043642655015,0.0013967002741992474
ENSMUSG00000041684,0.005805483087897301,0.009226137772202492
ENSMUSG00000026048,0.009624185040593147,0.013392590917646885
ENSMUSG00000056870,0.011371174827218056,0.011923784390091896
ENSMUSG00000026042,0.0013808982912451029,0.0010409894166514277
ENSMUSG00000025995,0.012641394510865211,0.005573824513703585
ENSMUSG00000041144,0.006166837643831968,0.006094363518059254
ENSMUSG00000101337,0.002940806094557047,0.007552651222795248
ENSMUSG00000025986,0.021768858656287193,0.020283546298742294
ENSMUSG00000026109,0.22727732360363007,0.21953487396240234
ENSMUSG00000101799,0.013508358038961887,0.007287215441465378
ENSMUSG00000018417,0.008878467604517937,0.009746541269123554
ENSMUSG00000026104,0.005454513244330883,0.0034545231610536575
ENSMUSG00000026103,0.090995192527771,0.10677038878202438
ENSMUSG00000002881,0.004310505464673042,0.01220324169844389
ENSMUSG00000100120,0.00047570321476086974,0.0005183554603718221
ENSMUSG00000043015,0.005900294985622168,0.004278300795704126
ENSMUSG00000041439,0.016766168177127838,0.013749763369560242
ENSMUSG00000026102,0.008097991347312927,0.009531152434647083
ENSMUSG00000041426,0.011175712570548058,0.01686640828847885
ENSMUSG00000043629,0.00575119536370039,0.009921553544700146
ENSMUSG00000026098,0.007805529050529003,0.009279126301407814
ENSMUSG00000096141,0.004031950607895851,0.002024785615503788
ENSMUSG00000042807,0.09954925626516342,0.08117751777172089
ENSMUSG00000025983,0.002822574693709612,0.003363886382430792
ENSMUSG00000041303,0.012104443274438381,0.011501825414597988
ENSMUSG00000073678,0.024479050189256668,0.01865011639893055
ENSMUSG00000052331,0.0184247475117445,0.01418779045343399
ENSMUSG00000101674,0.019805198535323143,0.014054059982299805
ENSMUSG00000025982,0.06779122352600098,0.14319685101509094
ENSMUSG00000025981,0.012008344754576683,0.008226394653320312
ENSMUSG00000025980,0.014798397198319435,0.014004603028297424
ENSMUSG00000073676,0.010259250178933144,0.012040143832564354
ENSMUSG00000025979,0.020557427778840065,0.027350284159183502
ENSMUSG00000025978,0.0029141134582459927,0.003223363310098648
ENSMUSG00000038349,0.1680537313222885,0.11392160505056381
ENSMUSG00000038331,0.026673708111047745,0.02123500034213066
ENSMUSG00000048495,0.0076135676354169846,0.01184648834168911
ENSMUSG00000025971,0.0038959705270826817,0.008605916984379292
ENSMUSG00000038305,0.012630187906324863,0.014707292430102825
ENSMUSG00000054770,0.007627321872860193,0.007105368189513683
ENSMUSG00000064294,0.00024019858392421156,0.00028895531431771815
ENSMUSG00000051223,0.012211077846586704,0.01903972588479519
ENSMUSG00000026034,0.0860939770936966,0.05476868897676468
ENSMUSG00000026035,0.0076533118262887,0.004837302956730127
ENSMUSG00000026036,0.013917036354541779,0.012952165678143501
ENSMUSG00000026037,0.025156274437904358,0.02630794793367386
ENSMUSG00000085054,0.004401565063744783,0.0019669001922011375
ENSMUSG00000038174,0.02673652581870556,0.030801856890320778
ENSMUSG00000026032,0.018625197932124138,0.014624728821218014
ENSMUSG00000026031,0.004438627976924181,0.0024331279564648867
ENSMUSG00000026028,0.016004148870706558,0.011404152028262615
ENSMUSG00000026027,0.0035824899096041918,0.007292353548109531
ENSMUSG00000038079,0.009634925052523613,0.009190133772790432
ENSMUSG00000026024,0.014455366879701614,0.010670801624655724
ENSMUSG00000026023,0.00024589686654508114,0.00012737559154629707
ENSMUSG00000047361,0.0033700065687298775,0.003330084029585123
ENSMUSG00000099811,0.0006108025554567575,0.0006449502543546259
ENSMUSG00000026021,0.04669336602091789,0.06380913406610489
ENSMUSG00000026020,0.02257617376744747,0.007782628294080496
ENSMUSG00000067336,0.03941873461008072,0.045465923845767975
ENSMUSG00000041040,0.029155604541301727,0.02056504599750042
ENSMUSG00000026018,0.011417210102081299,0.01225758995860815
ENSMUSG00000026019,0.012218031100928783,0.017032835632562637
ENSMUSG00000026017,0.010362275876104832,0.017366567626595497
ENSMUSG00000073664,0.04221246391534805,0.062132351100444794
ENSMUSG00000049439,0.004819563124328852,0.010842480696737766
ENSMUSG00000026782,0.04764438048005104,0.0698278620839119
ENSMUSG00000026014,0.03274611756205559,0.0397968664765358
ENSMUSG00000085447,7.570101297460496e-05,0.0003801034181378782
ENSMUSG00000052062,0.014129183255136013,0.024321142584085464
ENSMUSG00000085842,0.004449603147804737,0.0037909664679318666
ENSMUSG00000025969,0.02264045923948288,0.016058262437582016
ENSMUSG00000040865,0.032850395888090134,0.03835092857480049
ENSMUSG00000084799,0.047669317573308945,0.03615080937743187
ENSMUSG00000025968,0.03301260620355606,0.0477122887969017
ENSMUSG00000025967,0.006891210097819567,0.008785270154476166
ENSMUSG00000087561,7.513404125347733e-05,5.539661651710048e-05
ENSMUSG00000027520,0.008002231828868389,0.008489280939102173
ENSMUSG00000025964,0.052572160959243774,0.04184551164507866
ENSMUSG00000025962,0.0035242957528680563,0.009355279617011547
ENSMUSG00000025959,0.055532511323690414,0.05004885047674179
ENSMUSG00000097272,0.005541471764445305,0.003084867261350155
ENSMUSG00000086836,0.0024835034273564816,0.009567612782120705
ENSMUSG00000025958,0.02722894586622715,0.02958182618021965
ENSMUSG00000025956,0.003866971703246236,0.0025169970467686653
ENSMUSG00000100437,1.9502611394273117e-05,3.71329442714341e-05
ENSMUSG00000070871,0.004374990239739418,0.005311541724950075
ENSMUSG00000051344,0.03138371929526329,0.02140437625348568
ENSMUSG00000025950,0.003953258506953716,0.0036406449507921934
ENSMUSG00000025949,0.028451574966311455,0.01586894504725933
ENSMUSG00000025946,0.0010603665141388774,0.001119790831580758
ENSMUSG00000015222,0.11282378435134888,0.12184217572212219
ENSMUSG00000073656,0.006077410653233528,0.006829817779362202
ENSMUSG00000055567,0.06764828413724899,0.06035640463232994
ENSMUSG00000026005,0.006099797319620848,0.008200221695005894
ENSMUSG00000026004,0.057564396411180496,0.10494564473628998
ENSMUSG00000026003,0.007879422977566719,0.012384592555463314
ENSMUSG00000026000,0.017403332516551018,0.021874623373150826
ENSMUSG00000062209,0.23195447027683258,0.23140469193458557
ENSMUSG00000101156,0.006806626915931702,0.011342030949890614
ENSMUSG00000025997,0.013644414022564888,0.011392706073820591
ENSMUSG00000053153,0.004784830380231142,0.012378836050629616
ENSMUSG00000045648,0.011549650691449642,0.010459519922733307
ENSMUSG00000050296,0.0009361954871565104,0.002056671306490898
ENSMUSG00000026192,0.0037882106844335794,0.003104471368715167
ENSMUSG00000026193,0.00014597417612094432,0.00013179119559936225
ENSMUSG00000039395,0.001630650833249092,0.0018643869552761316
ENSMUSG00000097131,0.010786118917167187,0.0070717534981667995
ENSMUSG00000026189,0.007858231663703918,0.005701059475541115
ENSMUSG00000026188,0.008367982693016529,0.0069611635990440845
ENSMUSG00000026187,0.00904663186520338,0.009351613000035286
ENSMUSG00000039372,0.010437991470098495,0.009295507334172726
ENSMUSG00000039354,0.0062546799890697,0.003856188850477338
ENSMUSG00000046330,0.008188108913600445,0.01624378189444542
ENSMUSG00000039323,0.0009559968602843583,0.0010051592253148556
ENSMUSG00000026185,0.005689528305083513,0.003642613999545574
ENSMUSG00000100301,0.0009892071830108762,0.0020090064499527216
ENSMUSG00000006304,0.04295504465699196,0.03926822915673256
ENSMUSG00000006299,0.006138710305094719,0.017188727855682373
ENSMUSG00000026179,0.027340101078152657,0.04239210858941078
ENSMUSG00000006301,0.022867780178785324,0.022696204483509064
ENSMUSG00000033364,0.04185637831687927,0.08387038111686707
ENSMUSG00000026174,0.006082489620894194,0.01335287094116211
ENSMUSG00000026173,0.00772712379693985,0.006310072727501392
ENSMUSG00000026135,0.0060285888612270355,0.009179175831377506
ENSMUSG00000026172,0.01943008229136467,0.006419881712645292
ENSMUSG00000026171,0.012621759437024593,0.022644128650426865
ENSMUSG00000033276,0.0029435474425554276,0.002550652716308832
ENSMUSG00000033257,0.009481290355324745,0.016160158440470695
ENSMUSG00000026170,0.003733348101377487,0.004284227266907692
ENSMUSG00000006542,2.0624025637516752e-05,4.351656389189884e-05
ENSMUSG00000090071,0.0062716021202504635,0.002188138896599412
ENSMUSG00000026205,0.00015995808644220233,0.0004207403108011931
ENSMUSG00000033159,0.0033402254339307547,0.009086842648684978
ENSMUSG00000049339,0.010980729945003986,0.013673071749508381
ENSMUSG00000026197,0.010833638720214367,0.0052898479625582695
ENSMUSG00000033124,0.008967862464487553,0.01536571141332388
ENSMUSG00000026199,0.00796083826571703,0.007590299937874079
ENSMUSG00000026200,0.005607453640550375,0.004096739459782839
ENSMUSG00000026201,0.011913077905774117,0.008207098580896854
ENSMUSG00000026202,0.011003425344824791,0.023735420778393745
ENSMUSG00000026203,0.013958001509308815,0.012332404032349586
ENSMUSG00000026204,0.0657254308462143,0.061208486557006836
ENSMUSG00000101840,0.00519781606271863,0.0031874508131295443
ENSMUSG00000033061,0.014282364398241043,0.009712159633636475
ENSMUSG00000026209,0.0015946734929457307,0.0030034349765628576
ENSMUSG00000026207,0.015080767683684826,0.010553385131061077
ENSMUSG00000033021,0.004232336301356554,0.0027824968565255404
ENSMUSG00000032997,0.003400031942874193,0.0016748651396483183
ENSMUSG00000026211,0.004806348588317633,0.003453125013038516
ENSMUSG00000051703,0.005338256247341633,0.003681944217532873
ENSMUSG00000032968,0.004706090781837702,0.004518857691437006
ENSMUSG00000006576,0.028886767104268074,0.028788387775421143
ENSMUSG00000100827,0.0007090543513186276,0.0007978527573868632
ENSMUSG00000100534,0.0010158721124753356,0.001199513440951705
ENSMUSG00000026235,0.07054657489061356,0.05038130283355713
ENSMUSG00000032908,0.008442317135632038,0.004854452330619097
ENSMUSG00000099561,0.001330176368355751,0.0009885970503091812
ENSMUSG00000026245,0.014004929922521114,0.01903548650443554
ENSMUSG00000032883,0.03818308934569359,0.02625776082277298
ENSMUSG00000099706,0.008208362385630608,0.007778758183121681
ENSMUSG00000047330,3.9012087654555216e-05,0.00013623414270114154
ENSMUSG00000050711,0.031380463391542435,0.023490164428949356
ENSMUSG00000054702,0.0011812440352514386,0.0016364866169169545
ENSMUSG00000073643,0.014779160730540752,0.01495238859206438
ENSMUSG00000026248,0.0023218176793307066,0.0020098534878343344
ENSMUSG00000026249,0.01247977465391159,0.012884086929261684
ENSMUSG00000004364,0.03205699473619461,0.042035844177007675
ENSMUSG00000038608,0.10133267194032669,0.09627727419137955
ENSMUSG00000054976,0.029519425705075264,0.02936435118317604
ENSMUSG00000055980,0.00958710815757513,0.007635992951691151
ENSMUSG00000026142,0.005711463745683432,0.004096483811736107
ENSMUSG00000026150,0.012897597625851631,0.03622753918170929
ENSMUSG00000026159,0.021825160831212997,0.03578556329011917
ENSMUSG00000038496,0.00018465222092345357,0.00014381732034962624
ENSMUSG00000026163,0.03554774448275566,0.03477097302675247
ENSMUSG00000100580,0.0016167501453310251,0.0010465452214702964
ENSMUSG00000045658,0.037575215101242065,0.0380675233900547
ENSMUSG00000036766,0.035092923790216446,0.037551335990428925
ENSMUSG00000026219,0.08535236865282059,0.08563163131475449
ENSMUSG00000073633,0.02243093214929104,0.008652199059724808
ENSMUSG00000026220,0.0032940900418907404,0.0020247739739716053
ENSMUSG00000052477,0.003034848952665925,0.0033868232276290655
ENSMUSG00000036707,0.021832967177033424,0.03415517136454582
ENSMUSG00000026223,0.03516610711812973,0.04879727214574814
ENSMUSG00000026226,9.834978118306026e-05,6.392496288754046e-05
ENSMUSG00000026229,0.02264251932501793,0.06303084641695023
ENSMUSG00000026228,0.011839299462735653,0.006128634326159954
ENSMUSG00000062590,0.035966839641332626,0.05229858681559563
ENSMUSG00000079445,1.857838469732087e-05,6.984653737163171e-05
ENSMUSG00000026234,0.029082901775836945,0.03271208330988884
ENSMUSG00000026238,0.02920360118150711,0.08782347291707993
ENSMUSG00000026239,0.00997716560959816,0.01620248705148697
ENSMUSG00000026240,0.005447838455438614,0.00776858301833272
ENSMUSG00000053333,0.06746198236942291,0.07933112978935242
ENSMUSG00000099401,0.04329067841172218,0.08195513486862183
ENSMUSG00000026247,0.0012070770608261228,0.0008525466546416283
ENSMUSG00000026254,0.007379608228802681,0.012230721302330494
ENSMUSG00000026255,0.002368479734286666,0.002926928224042058
ENSMUSG00000048000,0.055198151618242264,0.06446412950754166
ENSMUSG00000079436,0.008956007659435272,0.014968160539865494
ENSMUSG00000026259,0.026645252481102943,0.013864319771528244
ENSMUSG00000079434,0.0019434380810707808,0.001997194020077586
ENSMUSG00000026288,0.004835796542465687,0.005187253467738628
ENSMUSG00000026289,0.03034851886332035,0.028020640835165977
ENSMUSG00000056055,0.001811284921132028,0.0021918483544141054
ENSMUSG00000070738,0.04235151410102844,0.035757482051849365
ENSMUSG00000005501,0.048693444579839706,0.02230781316757202
ENSMUSG00000044783,0.011555231176316738,0.021065933629870415
ENSMUSG00000049866,0.005960541777312756,0.0031810980290174484
ENSMUSG00000036206,0.004290041048079729,0.0055038356222212315
ENSMUSG00000055013,0.08594711124897003,0.05908210948109627
ENSMUSG00000044337,0.001314881257712841,0.0026649057399481535
ENSMUSG00000034432,0.01112691592425108,0.013095159083604813
ENSMUSG00000026305,0.03534410893917084,0.028580833226442337
ENSMUSG00000034353,0.013037831522524357,0.010166707448661327
ENSMUSG00000034343,0.014246818609535694,0.015488737262785435
ENSMUSG00000026307,0.004776109009981155,0.004806680604815483
ENSMUSG00000090322,0.002183234319090843,0.005915019195526838
ENSMUSG00000026309,0.01790429651737213,0.016545893624424934
ENSMUSG00000055866,0.006155329756438732,0.004251732490956783
ENSMUSG00000034292,0.011468718759715557,0.0063428860157728195
ENSMUSG00000101705,4.835009895032272e-05,3.7298730603652075e-05
ENSMUSG00000026313,0.0355837307870388,0.030704082921147346
ENSMUSG00000096941,0.006459382362663746,0.01235609594732523
ENSMUSG00000026260,0.020967669785022736,0.030226944014430046
ENSMUSG00000073616,0.007915245369076729,0.0060316999442875385
ENSMUSG00000044055,5.1975726819364354e-05,3.641705552581698e-05
ENSMUSG00000034220,0.009982776828110218,0.0031617293134331703
ENSMUSG00000034212,0.01099124364554882,0.004071120172739029
ENSMUSG00000026269,0.014818006195127964,0.008355184458196163
ENSMUSG00000100632,0.0061486209742724895,0.0038928266149014235
ENSMUSG00000026270,0.013027633540332317,0.011309546418488026
ENSMUSG00000014602,0.0750117301940918,0.03787482902407646
ENSMUSG00000047793,0.008458011783659458,0.006781755015254021
ENSMUSG00000026273,0.005739368498325348,0.0030991050880402327
ENSMUSG00000026275,0.00798721145838499,0.016314340755343437
ENSMUSG00000034088,0.028870051726698875,0.028208358213305473
ENSMUSG00000034066,0.02432401478290558,0.014277638867497444
ENSMUSG00000026277,0.03134700655937195,0.0164581798017025
ENSMUSG00000026278,0.005013378337025642,0.004036839120090008
ENSMUSG00000026279,0.00484483502805233,0.006497446447610855
ENSMUSG00000101952,0.011467893607914448,0.016308072954416275
ENSMUSG00000026280,0.013166380114853382,0.022483859211206436
ENSMUSG00000026281,0.008762728422880173,0.011769524775445461
ENSMUSG00000026283,0.0018810257315635681,0.00559209706261754
ENSMUSG00000073609,0.002592684468254447,0.007296913303434849
ENSMUSG00000034000,0.000600278377532959,0.0009104898781515658
ENSMUSG00000051185,0.00993890780955553,0.01193296443670988
ENSMUSG00000040710,0.003660543356090784,0.004584810696542263
ENSMUSG00000040693,0.0014345006784424186,0.0014324371004477143
ENSMUSG00000044768,0.013679085299372673,0.00946705974638462
ENSMUSG00000040648,0.01859281398355961,0.027995405718684196
ENSMUSG00000026333,0.013710324652493,0.022975679486989975
ENSMUSG00000026335,0.09911513328552246,0.10846178978681564
ENSMUSG00000100009,0.0006628197734244168,0.0012690458679571748
ENSMUSG00000067028,0.04163004457950592,0.04020155593752861
ENSMUSG00000050840,0.04040458798408508,0.03655671328306198
ENSMUSG00000047496,0.006840070243924856,0.005854038055986166
ENSMUSG00000056536,0.022753240540623665,0.026546992361545563
ENSMUSG00000026319,0.04312608763575554,0.060760874301195145
ENSMUSG00000026321,0.005317393224686384,0.002938430290669203
ENSMUSG00000038866,0.00589014170691371,0.013571170158684254
ENSMUSG00000044340,0.10726668685674667,0.10186559706926346
ENSMUSG00000057329,0.01660453900694847,0.014428619295358658
ENSMUSG00000009905,0.01421695202589035,0.010518454015254974
ENSMUSG00000009907,0.01731221191585064,0.009739210829138756
ENSMUSG00000026312,0.006702374666929245,0.007517400663346052
ENSMUSG00000047216,0.011002784594893456,0.00954593438655138
ENSMUSG00000101253,0.0010661183623597026,0.0020992285571992397
ENSMUSG00000038702,0.011307389475405216,0.007885417900979519
ENSMUSG00000097648,0.0027571727987378836,0.002787318779155612
ENSMUSG00000070695,0.11395278573036194,0.12185867875814438
ENSMUSG00000026374,0.01569594070315361,0.020946979522705078
ENSMUSG00000026377,0.0035339435562491417,0.005489176604896784
ENSMUSG00000064302,0.05784417316317558,0.039549678564071655
ENSMUSG00000107722,0.0024890161585062742,0.006760900374501944
ENSMUSG00000048402,0.0024715515319257975,0.0016955940518528223
ENSMUSG00000101179,0.0005627771024592221,0.0003078248701058328
ENSMUSG00000004451,0.003720488864928484,0.0037692661862820387
ENSMUSG00000026383,0.009567201137542725,0.0044265612959861755
ENSMUSG00000026384,0.05558298900723457,0.0707676112651825
ENSMUSG00000036962,0.0007715768879279494,0.0005205028573982418
ENSMUSG00000026387,0.0001431870914530009,9.205237438436598e-05
ENSMUSG00000026385,0.012452993541955948,0.014121160842478275
ENSMUSG00000097881,0.0023653781972825527,0.0022641040850430727
ENSMUSG00000003721,0.01455554086714983,0.014950443059206009
ENSMUSG00000026339,0.009202688001096249,0.01139464508742094
ENSMUSG00000001674,0.019156765192747116,0.010779110714793205
ENSMUSG00000099960,4.7112524043768644e-05,4.5534263335866854e-05
ENSMUSG00000036815,0.14713774621486664,0.1420391947031021
ENSMUSG00000100851,0.177406907081604,0.16427907347679138
ENSMUSG00000026341,0.0244862362742424,0.03474811837077141
ENSMUSG00000026342,0.009219009429216385,0.004436412826180458
ENSMUSG00000026343,0.001631645718589425,0.0018315193010494113
ENSMUSG00000026344,0.00580019224435091,0.01585434190928936
ENSMUSG00000049690,0.028903400525450706,0.03303315490484238
ENSMUSG00000036155,0.07585350424051285,0.06116760894656181
ENSMUSG00000026347,0.031762026250362396,0.03706589341163635
ENSMUSG00000026349,0.05396375432610512,0.06616808474063873
ENSMUSG00000051590,0.0034554193262010813,0.0028845639899373055
ENSMUSG00000036104,0.03580441698431969,0.0633900985121727
ENSMUSG00000036086,0.005343206692487001,0.016154641285538673
ENSMUSG00000056211,0.2657884657382965,0.26892194151878357
ENSMUSG00000026353,0.035618964582681656,0.04501444473862648
ENSMUSG00000026354,0.0006722881807945669,0.0008942816057242453
ENSMUSG00000026356,0.011191689409315586,0.026140747591853142
ENSMUSG00000042581,0.02940189279615879,0.031046384945511818
ENSMUSG00000085526,0.008072095923125744,0.00796581618487835
ENSMUSG00000026409,0.005106119439005852,0.027961840853095055
ENSMUSG00000046404,0.004830284509807825,0.0022697746753692627
ENSMUSG00000016528,0.006000288762152195,0.008298655971884727
ENSMUSG00000016526,0.0024970355443656445,0.0018388639437034726
ENSMUSG00000026427,0.012460561469197273,0.009251641109585762
ENSMUSG00000026430,0.003006984479725361,0.002266986295580864
ENSMUSG00000026425,0.07147560268640518,0.09788788855075836
ENSMUSG00000013275,0.004362801089882851,0.004642408806830645
ENSMUSG00000026434,0.01638912409543991,0.018296068534255028
ENSMUSG00000026436,0.007292367517948151,0.007857211865484715
ENSMUSG00000059149,0.023689299821853638,0.03648664802312851
