ENSEMBL,mean_sample_effectsample_5705STDY8058280,mean_sample_effectsample_5705STDY8058281,mean_sample_effectsample_5705STDY8058282,mean_sample_effectsample_5705STDY8058283,mean_sample_effectsample_5705STDY8058284,mean_sample_effectsample_5705STDY8058285
ENSMUSG00000016918,0.009490019641816616,0.005409609992057085,0.005027243867516518,0.009314599446952343,0.009624938480556011,0.010030626319348812
ENSMUSG00000025938,0.001580453827045858,0.0008612037054263055,0.0005886945873498917,0.0011682211188599467,0.0008567870245315135,0.0020279046148061752
ENSMUSG00000005886,0.08535206317901611,0.08683374524116516,0.12779580056667328,0.08445273339748383,0.16113677620887756,0.07952135056257248
ENSMUSG00000025935,0.007719456683844328,0.008863721042871475,0.012216744013130665,0.022679880261421204,0.022953977808356285,0.014183657243847847
ENSMUSG00000025937,0.012001137249171734,0.009730921126902103,0.007516357582062483,0.02052345685660839,0.028378194198012352,0.02182173728942871
ENSMUSG00000025932,0.005116086918860674,0.004339934326708317,0.005828735418617725,0.0024302848614752293,0.0035715755075216293,0.0020676194690167904
ENSMUSG00000032769,0.00016425909416284412,8.709394751349464e-05,0.00014151459618005902,0.00017580899293534458,0.00015607962268404663,2.7994798074360006e-05
ENSMUSG00000092083,0.05289629474282265,0.043840110301971436,0.04414229840040207,0.0427599735558033,0.04119580611586571,0.04207717627286911
ENSMUSG00000025925,0.018482903018593788,0.03292278200387955,0.0363156832754612,0.03712112456560135,0.03556462377309799,0.03272950276732445
ENSMUSG00000067795,0.0024455832317471504,0.0018249487038701773,0.002964816754683852,0.002009207848459482,0.0018880483694374561,0.0025751087814569473
ENSMUSG00000043716,0.004878681618720293,0.029429076239466667,0.0034991297870874405,0.05054180696606636,0.0205090269446373,0.08534488081932068
ENSMUSG00000025921,0.0037599606439471245,0.0042523955926299095,0.002827599411830306,0.004690981470048428,0.005836595315486193,0.007825378328561783
ENSMUSG00000025920,0.05943160131573677,0.05925316363573074,0.06702044606208801,0.03458258882164955,0.04156628996133804,0.0450516976416111
ENSMUSG00000025939,0.028196316212415695,0.020446620881557465,0.043806321918964386,0.04116660729050636,0.06604525446891785,0.08451095223426819
ENSMUSG00000079658,0.008674361743032932,0.015560662373900414,0.006609684322029352,0.04273124411702156,0.02470375783741474,0.039105404168367386
ENSMUSG00000025940,0.009999880567193031,0.008973803371191025,0.0036530890502035618,0.020850202068686485,0.011553825810551643,0.010899101383984089
ENSMUSG00000101640,0.0686691552400589,0.08364363014698029,0.035637278109788895,0.036788925528526306,0.06225060299038887,0.047638073563575745
ENSMUSG00000042686,0.021081767976284027,0.01574903540313244,0.01638486422598362,0.007937833666801453,0.01617491990327835,0.0190958883613348
ENSMUSG00000025777,0.008349381387233734,0.009571610018610954,0.005268712528049946,0.026288561522960663,0.013252017088234425,0.03550252318382263
ENSMUSG00000085125,0.0012159493053331971,0.00191974057815969,0.0010079237399622798,0.0022708908654749393,0.002515082247555256,0.0016343678580597043
ENSMUSG00000025776,0.004224128555506468,0.004875302314758301,0.002476135501638055,0.00497513497248292,0.0030270691495388746,0.0024471627548336983
ENSMUSG00000099895,0.02409299463033676,0.008059772662818432,0.003364319447427988,0.032379765063524246,0.06439670920372009,0.027113040909171104
ENSMUSG00000042596,0.0008640084997750819,0.0010523218661546707,0.0013417908921837807,0.0010445405496284366,0.004707616753876209,0.001419961336068809
ENSMUSG00000025927,1.8299077055417e-05,7.141198875615373e-05,4.18733834521845e-05,3.6375302443047985e-05,2.612036041682586e-05,6.597290484933183e-05
ENSMUSG00000043760,0.004866833798587322,0.005781148560345173,0.006322825327515602,0.005121600814163685,0.023299405351281166,0.0011138152331113815
ENSMUSG00000025931,0.02184934914112091,0.0121067576110363,0.01175556518137455,0.028232412412762642,0.040756817907094955,0.017841339111328125
ENSMUSG00000025933,0.00561581552028656,0.004941931925714016,0.0022748131304979324,0.015572501346468925,0.005707241594791412,0.020319966599345207
ENSMUSG00000025934,0.004594247322529554,0.004555276595056057,0.004254762548953295,0.00423142034560442,0.005886606872081757,0.002034055069088936
ENSMUSG00000028033,0.12478004395961761,0.1029697060585022,0.08307213336229324,0.09763994812965393,0.10227757692337036,0.09602242708206177
ENSMUSG00000041670,0.13361918926239014,0.11006810516119003,0.0951746478676796,0.10351129621267319,0.10351672768592834,0.10194866359233856
ENSMUSG00000026158,0.014255890622735023,0.015119634568691254,0.008539527654647827,0.03198915719985962,0.025209462270140648,0.05073908343911171
ENSMUSG00000099503,0.0004699912096839398,0.0002750575658865273,0.0004812709812540561,0.00039330683648586273,0.00018412468489259481,0.0003042005992028862
ENSMUSG00000026156,0.018317563459277153,0.023007478564977646,0.01764708384871483,0.012221276760101318,0.01427815668284893,0.012558944523334503
ENSMUSG00000026155,0.029468217864632607,0.0572194941341877,0.04532036930322647,0.04711132496595383,0.047573767602443695,0.058197084814310074
ENSMUSG00000026154,0.0027890950441360474,0.004904446192085743,0.001502709579654038,0.012184768915176392,0.002605757676064968,0.020077884197235107
ENSMUSG00000026153,0.026077520102262497,0.03185055032372475,0.04777900502085686,0.06222192198038101,0.06977970898151398,0.04318931698799133
ENSMUSG00000026141,0.009141911752521992,0.007874987088143826,0.005391355138272047,0.008800813928246498,0.00817122496664524,0.006152782589197159
ENSMUSG00000073725,0.028783921152353287,0.05812482535839081,0.04023503139615059,0.04532144218683243,0.0770997703075409,0.06284792721271515
ENSMUSG00000033569,0.3725116550922394,0.30424943566322327,0.3431336283683777,0.2545875906944275,0.26705312728881836,0.3151763081550598
ENSMUSG00000048874,0.08619334548711777,0.09511886537075043,0.09873415529727936,0.07490339130163193,0.056006405502557755,0.08320218324661255
ENSMUSG00000026064,0.007900509983301163,0.005734953097999096,0.015863869339227676,0.011749865487217903,0.00978614017367363,0.009310758672654629
ENSMUSG00000026058,0.03587561473250389,0.036988165229558945,0.035925060510635376,0.033966030925512314,0.03935214877128601,0.03063841536641121
ENSMUSG00000026134,0.015108572319149971,0.017808057367801666,0.018044032156467438,0.007537052035331726,0.021442504599690437,0.004608979448676109
ENSMUSG00000004768,0.007506983354687691,0.004368122201412916,0.005481021478772163,0.015328112058341503,0.017291702330112457,0.016345161944627762
ENSMUSG00000042215,0.0022907182574272156,0.004295549355447292,0.0017524177674204111,0.0028994211461395025,0.009568857960402966,0.0034313390497118235
ENSMUSG00000042197,0.028246914967894554,0.03216572105884552,0.02113344334065914,0.03598375245928764,0.027126755565404892,0.020568126812577248
ENSMUSG00000042182,0.016071131452918053,0.01249178871512413,0.012849011458456516,0.015396956354379654,0.015220739878714085,0.016890650615096092
ENSMUSG00000026131,0.33729955554008484,0.20921416580677032,0.20069174468517303,0.2633510231971741,0.37270310521125793,0.12651725113391876
ENSMUSG00000026127,0.0019427144434303045,0.006247714161872864,0.0023785140365362167,0.008217389695346355,0.0053149014711380005,0.006856505759060383
ENSMUSG00000037509,0.018988775089383125,0.019273756071925163,0.013607937842607498,0.019168246537446976,0.01161870826035738,0.019031420350074768
ENSMUSG00000037503,0.024465426802635193,0.03575103357434273,0.01756366528570652,0.04223616048693657,0.05085480958223343,0.047338392585515976
ENSMUSG00000026123,0.013852371834218502,0.006666719913482666,0.007385976146906614,0.017040399834513664,0.012203672900795937,0.02651740051805973
ENSMUSG00000045216,0.010557406581938267,0.0033128811046481133,0.008088312111794949,0.005633935797959566,0.004127280320972204,0.011305340565741062
ENSMUSG00000037470,0.02242911420762539,0.01971573568880558,0.022801486775279045,0.01441996544599533,0.024128267541527748,0.019443586468696594
ENSMUSG00000102762,0.001898297923617065,0.0024026092141866684,0.005297733936458826,0.003132015699520707,0.005232174880802631,0.0037491898983716965
ENSMUSG00000010453,0.01832745037972927,0.028074029833078384,0.03544571250677109,0.029375504702329636,0.03962797299027443,0.022992372512817383
ENSMUSG00000001143,0.02246222272515297,0.01692154072225094,0.032556671649217606,0.04002414271235466,0.02996966429054737,0.03317863121628761
ENSMUSG00000037408,0.005123963113874197,0.0031090769916772842,0.0022645434364676476,0.002400764264166355,0.0021953312680125237,0.0027108113281428814
ENSMUSG00000001138,0.016584543511271477,0.01770043931901455,0.013757115229964256,0.010664570145308971,0.007771621458232403,0.011981765739619732
ENSMUSG00000061518,0.006071846000850201,0.008086157031357288,0.002112849848344922,0.030791541561484337,0.01308069285005331,0.03308006003499031
ENSMUSG00000037351,0.02740953117609024,0.0435364805161953,0.01328261662274599,0.05071743205189705,0.08519116789102554,0.017430787906050682
ENSMUSG00000102416,0.010017362423241138,0.010246142745018005,0.004638361744582653,0.00980681087821722,0.0080034751445055,0.005518577992916107
ENSMUSG00000026116,0.07496858388185501,0.040851350873708725,0.0714239552617073,0.04302716627717018,0.04539763927459717,0.034102510660886765
ENSMUSG00000050122,0.001309982966631651,0.0010083885863423347,0.0025868890807032585,0.0026758217718452215,0.0036613638512790203,0.0013234030921012163
ENSMUSG00000026114,0.0005451897741295397,8.585013711126521e-05,0.0004652818024624139,0.00018052411905955523,0.002065290929749608,5.732705176342279e-05
ENSMUSG00000026113,0.03476333245635033,0.022624840959906578,0.027386629953980446,0.03188829496502876,0.029216762632131577,0.032252099364995956
ENSMUSG00000026112,0.0022397323045879602,0.003176674945279956,0.00454851146787405,0.010533038526773453,0.004994907416403294,0.006037878338247538
ENSMUSG00000026111,0.007075571455061436,0.023075532168149948,0.003377347020432353,0.031068457290530205,0.022799130529165268,0.028059503063559532
ENSMUSG00000026110,0.022631051018834114,0.013705252669751644,0.021267119795084,0.008941193111240864,0.014094850048422813,0.012951276265084743
ENSMUSG00000026090,0.030061854049563408,0.01661173813045025,0.008607977069914341,0.015282491222023964,0.014589346013963223,0.02414342388510704
ENSMUSG00000060771,0.02996342070400715,0.01732061803340912,0.033229317516088486,0.02801714651286602,0.041105907410383224,0.028414888307452202
ENSMUSG00000026088,0.00712177250534296,0.0058960095047950745,0.015004999935626984,0.01447246316820383,0.010335740633308887,0.007145565934479237
ENSMUSG00000026087,0.0033206113148480654,0.009677428752183914,0.002256808103993535,0.012413515709340572,0.005372471641749144,0.019812367856502533
ENSMUSG00000087374,0.0011029026936739683,0.00030247331596910954,0.00015040951257105917,0.00033412419725209475,0.0012477798154577613,0.00020636980480048805
ENSMUSG00000058407,0.005040887743234634,0.01969105377793312,0.008571780286729336,0.032419513911008835,0.013271297328174114,0.032216429710388184
ENSMUSG00000026083,0.06141563504934311,0.04575242102146149,0.03340081498026848,0.03913309425115585,0.047100577503442764,0.06165483221411705
ENSMUSG00000026082,0.04371044412255287,0.0359252467751503,0.043454620987176895,0.036253660917282104,0.0828368216753006,0.02748257853090763
ENSMUSG00000037138,0.06785529106855392,0.054187141358852386,0.05643819272518158,0.050485339015722275,0.06702916324138641,0.06085633113980293
ENSMUSG00000085391,0.005798287224024534,0.003476955695077777,0.0018289830768480897,0.0011067913146689534,0.0017928601009771228,0.0014750511618331075
ENSMUSG00000087131,0.009995928034186363,0.009258030913770199,0.0051716398447752,0.0066605969332158566,0.009023926220834255,0.006588160991668701
ENSMUSG00000048814,0.016504619270563126,0.018314721062779427,0.009324322454631329,0.011686534620821476,0.0071481699123978615,0.02443676069378853
ENSMUSG00000026080,0.006945067085325718,0.00567604461684823,0.0037003792822360992,0.008756734430789948,0.008104068227112293,0.01002910453826189
ENSMUSG00000026078,0.004309488460421562,0.004196971654891968,0.004637702833861113,0.013037427328526974,0.011617024429142475,0.016694137826561928
ENSMUSG00000026077,0.018879422917962074,0.011901631020009518,0.011748195625841618,0.014020271599292755,0.017056412994861603,0.011885716579854488
ENSMUSG00000073702,0.0022288875188678503,0.003094098065048456,0.00327854510396719,0.004455626476556063,0.001807865221053362,0.005936607718467712
ENSMUSG00000003134,0.009774541482329369,0.007114596664905548,0.008696929551661015,0.008792034350335598,0.014058670960366726,0.009960552677512169
ENSMUSG00000003135,0.0026379034388810396,0.0056386664509773254,0.001458461512811482,0.0049977428279817104,0.01036198902875185,0.01001567579805851
ENSMUSG00000048234,0.014615812338888645,0.012951560318470001,0.010147223249077797,0.020038621500134468,0.01678454875946045,0.01915108412504196
ENSMUSG00000050967,0.01176675409078598,0.008690644055604935,0.008640892803668976,0.007579124066978693,0.009761318564414978,0.012297241948544979
ENSMUSG00000026074,0.10418670624494553,0.10820727050304413,0.15800882875919342,0.03732350841164589,0.0659019947052002,0.07327752560377121
ENSMUSG00000026073,0.01093538012355566,0.00879718828946352,0.004807780496776104,0.004439943004399538,0.006097374949604273,0.0021862417925149202
ENSMUSG00000097899,0.0046499790623784065,0.007162649650126696,0.0038047153502702713,0.008253943175077438,0.007338594179600477,0.008036141283810139
ENSMUSG00000026072,0.0028418072033673525,0.0012551555410027504,0.0008709760732017457,0.0010552987223491073,0.003518774639815092,0.0015806566225364804
ENSMUSG00000026062,0.0018483889289200306,0.001069143763743341,0.0005397687782533467,0.0006237548659555614,0.0014477267395704985,0.001569874701090157
ENSMUSG00000103679,0.0001458647893741727,0.00022183956752996892,0.00012486880586948246,8.293128485092893e-05,0.00010206561273662373,0.00013244587171357125
ENSMUSG00000100832,0.0005798403290100396,0.0013945016544312239,0.0018176899757236242,0.0036331703886389732,0.0013531312579289079,0.0008490034379065037
ENSMUSG00000101299,0.0039036134257912636,0.0031474961433559656,0.0027054965030401945,0.0019466434605419636,0.003947765566408634,0.00366783794015646
ENSMUSG00000060424,0.027813689783215523,0.013116762973368168,0.022080685943365097,0.01761065237224102,0.017599109560251236,0.026580432429909706
ENSMUSG00000045515,0.008024565875530243,0.009308085776865482,0.008483462035655975,0.015619301237165928,0.011764666065573692,0.011387051083147526
ENSMUSG00000060679,0.02468164451420307,0.014766284264624119,0.012428464367985725,0.019018592312932014,0.02776520885527134,0.020906031131744385
ENSMUSG00000041907,0.01157836802303791,0.006031527649611235,0.007065453566610813,0.009390735067427158,0.006436273921281099,0.00880108680576086
ENSMUSG00000070939,0.009588557295501232,0.005396329332143068,0.0059765963815152645,0.017327630892395973,0.03649885579943657,0.009768097661435604
ENSMUSG00000010290,0.002670374233275652,0.00403497414663434,0.0018724213587120175,0.006366298999637365,0.005110030993819237,0.0045684827491641045
ENSMUSG00000008136,0.013721468858420849,0.0062099932692945,0.0021999955642968416,0.006249511148780584,0.004601506516337395,0.009988266974687576
ENSMUSG00000066877,0.024875260889530182,0.013944191858172417,0.02851494960486889,0.0159978698939085,0.012030479498207569,0.010693186894059181
ENSMUSG00000026051,0.000217286724364385,0.0014072038466110826,0.003991442732512951,0.00018590196850709617,0.0002795231412164867,0.00034755829256027937
ENSMUSG00000057363,0.024966083467006683,0.022434841841459274,0.01516942773014307,0.018549157306551933,0.023774385452270508,0.02465515397489071
ENSMUSG00000041763,0.030441749840974808,0.030727900564670563,0.05144735425710678,0.03646974638104439,0.05223376303911209,0.020035430788993835
ENSMUSG00000047343,0.005422432441264391,0.004180583171546459,0.002233262173831463,0.001342827919870615,0.0011661257594823837,0.0029166867025196552
ENSMUSG00000026047,0.0064213816076517105,0.0010754195973277092,0.002696529496461153,0.004239717032760382,0.007582301273941994,0.00396117614582181
ENSMUSG00000041684,0.010340247303247452,0.01043935026973486,0.013163894414901733,0.00571425398811698,0.006625749636441469,0.007868699729442596
ENSMUSG00000026048,0.006452062167227268,0.013469154946506023,0.02288541942834854,0.020542200654745102,0.023071274161338806,0.017834629863500595
ENSMUSG00000056870,0.012763246893882751,0.012335868552327156,0.01160331629216671,0.017867732793092728,0.017322320491075516,0.007866700179874897
ENSMUSG00000026042,0.0021947200875729322,0.0021324523258954287,0.002423627069219947,0.0030459498520940542,0.0009458247222937644,0.0027989940717816353
ENSMUSG00000025995,0.011826248839497566,0.009412288665771484,0.010870663449168205,0.00783601962029934,0.01069584395736456,0.011933613568544388
ENSMUSG00000041144,0.008693168871104717,0.008497199043631554,0.007786376867443323,0.007155184634029865,0.02052018605172634,0.0039395480416715145
ENSMUSG00000101337,0.003491656156256795,0.008508916944265366,0.006781851872801781,0.004816681612282991,0.024929361417889595,0.002612567972391844
ENSMUSG00000025986,0.02811361663043499,0.02730810083448887,0.01445653848350048,0.030566168949007988,0.021838491782546043,0.035043444484472275
ENSMUSG00000026109,0.16410735249519348,0.14988826215267181,0.1570957899093628,0.1133064329624176,0.11511975526809692,0.13843892514705658
ENSMUSG00000101799,0.027735402807593346,0.01799645461142063,0.020802246406674385,0.00474842544645071,0.012451598420739174,0.0025049769319593906
ENSMUSG00000018417,0.009588264860212803,0.0062987906858325005,0.004622898995876312,0.0066179754212498665,0.007707841228693724,0.004989184904843569
ENSMUSG00000026104,0.008388585411012173,0.005007405765354633,0.004034404642879963,0.004352773539721966,0.014401192776858807,0.002560243709012866
ENSMUSG00000026103,0.09800083935260773,0.10918790847063065,0.0964396670460701,0.127275750041008,0.08690973371267319,0.11959540843963623
ENSMUSG00000002881,0.004876088351011276,0.010878975503146648,0.016312474384903908,0.004431245848536491,0.013294149190187454,0.01838044263422489
ENSMUSG00000100120,0.0004359074810054153,0.000536593550350517,0.0005528746987693012,0.0013443789212033153,0.000838574196677655,0.0004803014453500509
ENSMUSG00000043015,0.00635972386226058,0.003361918730661273,0.007194947451353073,0.00521244527772069,0.009555211290717125,0.0052481237798929214
ENSMUSG00000041439,0.019978076219558716,0.012406296096742153,0.015076633542776108,0.01749759167432785,0.019518183544278145,0.017582770437002182
ENSMUSG00000026102,0.008776641450822353,0.013633625581860542,0.0039586517959833145,0.025407621636986732,0.013206074014306068,0.010296771302819252
ENSMUSG00000041426,0.012468394823372364,0.011768611147999763,0.009385229088366032,0.026260197162628174,0.03589892014861107,0.018917273730039597
ENSMUSG00000043629,0.008049809373915195,0.009275251068174839,0.005572445224970579,0.016017990186810493,0.02170363999903202,0.008780923672020435
ENSMUSG00000026098,0.007298583630472422,0.008150052279233932,0.00970472488552332,0.00970897451043129,0.014324056915938854,0.014524958096444607
ENSMUSG00000026096,0.00205233134329319,0.002169616287574172,0.0015534069389104843,0.0055187176913022995,0.012732506729662418,0.0041834949515759945
ENSMUSG00000096141,0.003211395349353552,0.003726353170350194,0.003054751083254814,0.006337041966617107,0.009814076125621796,0.0018115690909326077
ENSMUSG00000042807,0.07197830080986023,0.04284128174185753,0.04507075622677803,0.059494294226169586,0.08092359453439713,0.06636006385087967
ENSMUSG00000025983,0.0032337273005396128,0.003313418012112379,0.005676981061697006,0.0043158382177352905,0.006043425761163235,0.001586396829225123
ENSMUSG00000041303,0.021877257153391838,0.014568595215678215,0.010670353658497334,0.016274940222501755,0.01938300020992756,0.010710373520851135
ENSMUSG00000073678,0.040916431695222855,0.03064453788101673,0.04116607829928398,0.01365053839981556,0.022916726768016815,0.010208887979388237
ENSMUSG00000052331,0.015144585631787777,0.016303975135087967,0.027966706082224846,0.018544338643550873,0.026324419304728508,0.015682078897953033
ENSMUSG00000101674,0.03084157407283783,0.029590431600809097,0.025144880637526512,0.010979981161653996,0.016819769516587257,0.01288809347897768
ENSMUSG00000025982,0.07763612270355225,0.15567414462566376,0.12718996405601501,0.16156801581382751,0.13314488530158997,0.07434475421905518
ENSMUSG00000025981,0.00862850435078144,0.009710663929581642,0.008633525110781193,0.018051940947771072,0.012018375098705292,0.021144500002264977
ENSMUSG00000025980,0.009330661036074162,0.02513771690428257,0.005011103115975857,0.022778345271945,0.02438187785446644,0.036823369562625885
ENSMUSG00000073676,0.01299001183360815,0.012239204719662666,0.004533274564892054,0.03740701451897621,0.014565574005246162,0.036664899438619614
ENSMUSG00000025979,0.018121222034096718,0.026681410148739815,0.031872041523456573,0.05021142214536667,0.04360008239746094,0.044401440769433975
ENSMUSG00000025978,0.0028412719257175922,0.0030745200347155333,0.005837505217641592,0.003908336628228426,0.007421835325658321,0.005667889956384897
ENSMUSG00000097649,0.0007323973695747554,0.0014769303379580379,0.0023177149705588818,0.0013436560984700918,0.003320760326460004,0.001311162835918367
ENSMUSG00000038349,0.17664048075675964,0.11841778457164764,0.11743668466806412,0.14292196929454803,0.18568526208400726,0.19579805433750153
ENSMUSG00000038331,0.027088792994618416,0.0181357953697443,0.012150121852755547,0.016491945832967758,0.017928071320056915,0.013116074725985527
ENSMUSG00000048495,0.0045219832099974155,0.013731221668422222,0.008030847646296024,0.02576519548892975,0.019507495686411858,0.01903526857495308
ENSMUSG00000025971,0.005370927508920431,0.008781450800597668,0.0035813692957162857,0.004520956892520189,0.00665731355547905,0.011616764590144157
ENSMUSG00000038305,0.02050454169511795,0.016478000208735466,0.036589860916137695,0.0065675475634634495,0.012752879410982132,0.009734832681715488
ENSMUSG00000054770,0.0037661062087863684,0.00619198614731431,0.013950549997389317,0.020160773769021034,0.011385830119252205,0.018474694341421127
ENSMUSG00000064294,0.00012962402252014726,0.00016336720727849752,0.00025683114654384553,0.000597099307924509,0.0014617700362578034,0.00028934190049767494
ENSMUSG00000051223,0.0154782235622406,0.013730756938457489,0.012104103341698647,0.019197430461645126,0.010873219929635525,0.030719416216015816
ENSMUSG00000026034,0.1357189267873764,0.08418288826942444,0.04523966461420059,0.10342729836702347,0.20973625779151917,0.0427163764834404
ENSMUSG00000026035,0.010181683115661144,0.00479489378631115,0.005085831042379141,0.02215544693171978,0.01019525807350874,0.0071624997071921825
ENSMUSG00000026036,0.023075202479958534,0.02775903418660164,0.017510879784822464,0.011902532540261745,0.01823226548731327,0.006089933682233095
ENSMUSG00000026037,0.0223386287689209,0.03425782918930054,0.03833271935582161,0.0339750237762928,0.03821580484509468,0.02428309991955757
ENSMUSG00000085054,0.0022687457967549562,0.0013307100161910057,0.007344233803451061,0.015158798545598984,0.013179276138544083,0.009007873944938183
ENSMUSG00000038174,0.020657293498516083,0.04218887910246849,0.029694894328713417,0.04956706613302231,0.035686194896698,0.05281100049614906
ENSMUSG00000026032,0.007063314784318209,0.013528534211218357,0.00639187078922987,0.06479715555906296,0.035439517349004745,0.06922990083694458
ENSMUSG00000026031,0.0029439504723995924,0.003953117411583662,0.006924481596797705,0.0029422633815556765,0.00868718046694994,0.007812637835741043
ENSMUSG00000026028,0.02270529232919216,0.015453975647687912,0.022813426330685616,0.010448738001286983,0.018972180783748627,0.01632838137447834
ENSMUSG00000026027,0.0036570103839039803,0.010548575781285763,0.008728287182748318,0.0071942987851798534,0.008145315572619438,0.006059435196220875
ENSMUSG00000038079,0.01116888877004385,0.010988853871822357,0.005355248227715492,0.017505470663309097,0.01865910179913044,0.019176410511136055
ENSMUSG00000026024,0.014170832931995392,0.009602970443665981,0.026787104085087776,0.016989106312394142,0.03686998784542084,0.012184194289147854
ENSMUSG00000026023,0.0002634389966260642,0.00015950154920574278,6.048663999536075e-05,0.0006420885329134762,0.0004291800723876804,0.0001974474871531129
ENSMUSG00000047361,0.0022259412799030542,0.002696169773116708,0.004517480731010437,0.0038180751726031303,0.009626819752156734,0.005100011359900236
ENSMUSG00000099811,0.0005110579077154398,0.000556723156478256,0.0014821100048720837,0.00047547576832585037,0.0009116641012951732,0.0005568999331444502
ENSMUSG00000026021,0.027980707585811615,0.08165321499109268,0.045235391706228256,0.11546818166971207,0.09840504825115204,0.11255587637424469
ENSMUSG00000026020,0.01662788912653923,0.020524928346276283,0.01563863269984722,0.01186297181993723,0.015535195358097553,0.01137043721973896
ENSMUSG00000067336,0.04023602977395058,0.05028091371059418,0.061049554497003555,0.04549650102853775,0.07123042643070221,0.0465681366622448
ENSMUSG00000041040,0.03624916449189186,0.023787183687090874,0.05387670919299126,0.03070901893079281,0.050422463566064835,0.03135005757212639
ENSMUSG00000026018,0.013422389514744282,0.010103889741003513,0.013368874788284302,0.011620531789958477,0.014262417331337929,0.014222817495465279
ENSMUSG00000026019,0.01855449192225933,0.01934734731912613,0.02448769100010395,0.016804272308945656,0.011442662216722965,0.015682728961110115
ENSMUSG00000026017,0.007978517562150955,0.012648805044591427,0.014141577295958996,0.02608480304479599,0.03510603681206703,0.02213660627603531
ENSMUSG00000073664,0.06110113114118576,0.0776207372546196,0.08531585335731506,0.07812255620956421,0.08420530706644058,0.0365256741642952
