"","HYPO_dorsal","HYPO_dorsal2","HYPO_ventral","HYPO_ventral2","THAL_latHabenula","THAL_lateral","THAL_lateral2","THAL_medHabenula","THAL_medial","THAL_venmedial","WM_dorsal","WM_ventral","PIA_dorsal","VENTRICLE","HPC","HPC_CA1","HPC_CA2/3","HPC_DG","STR","AMY_basomedial","AMY_posterior","PirCTX_L1","PirCTX_L2/3","CTX_L1","CTX_L2/3","CTX_L4","CTX_L5","CTX_L6","CTX_L6b"
"Inh_3",1,0.182876117600601,0.440296858625503,0.141258758304554,0.101805975463689,0.00206392038074501,0.0334054349644112,0.0348567659799488,0.355634817557043,0.0497977618124393,0.0134134075518305,0.0149352049827766,0.00782767125310202,0.00332638103190185,0.00770611463304708,0.0181873360469593,0.0608634055995014,0.00899513019224936,0.0119632393303951,0.0805867790121927,0.132299274723306,0.0270251403845193,0.0645915491730099,0.00414130304568925,0.00921434462917747,0.00510296545542338,0.0325498710679531,0.0189287531227381,0.0657691705697551
"Inh_4",1,0.133631498017958,0.565103541593555,0.17996585312962,0.211493300835932,0.00080019194254805,0.0127711652025083,0.06152685224758,0.226756970165775,0.105147342387121,0.00824288589470963,0.00807883610019571,0.0109552361055035,0.00171848683181315,0.00110327827041874,0.00128953058953986,0.0021987076464217,0.00140831307178507,0.00449684463423493,0.0224513390867893,0.0372099363175599,0.00865092789524879,0.0124068302511625,0.00202246220208442,0.00096412440897987,0.000906763283137315,0.00361607941155509,0.00136424266038897,0.0153022110213129
"Ext_Thal_2",0.0090212737034975,0.00707241779929895,0.000640425409645341,0.000364179016802893,0.011186014956909,0.168232001919537,0.00137041718509416,0.021746891525684,0.0830131761143933,1,0.00219611634482455,0.00277100444903901,0.000670228045491068,0.000107375233340534,0.00398819172756617,0.000195342524756457,0.000503884610545699,0.000533552355955515,0.000297518284569361,0.000783197782682154,0.000366865113498466,0.00203933490434116,0.0040930729226311,0.000884656694963432,0.000342946145503238,0.00204856149916835,0.00158689176843195,0.00035346677276873,0.000474753177893161
"Ext_Thal_1",0.00522766808521487,0.0264950152358872,0.000598167687221054,0.00179907683339719,0.0104905619815248,1,0.0509601159338562,0.00147102397696388,0.197636939374013,0.28205398146672,0.00291912476907121,0.00959350041480142,0.00198721135572376,0.00159381458316497,0.0121044522660824,0.000683567217023574,0.00315100394093734,0.00392846397225818,0.00132377782694965,0.000310777711786503,0.000175631451556736,0.000724831534706973,0.000453255933644539,0.00138565387974762,0.000845235397102942,0.0120962481240504,0.00737365630762467,0.00122517250668428,0.000246078828649197
"Astro_THAL_lat",0.0645915746479348,0.572074408914921,0.00758702705220442,0.263151456791761,0.0750408047286595,1,0.515930164685161,0.0043909258748468,0.392669819574798,0.447346331427585,0.01692372231732,0.0765572433758009,0.0109745413312756,0.00276315848850878,0.0263011310321288,0.00651525416341636,0.0136343734777466,0.0101702092840891,0.00976210841924113,0.00532241749525982,0.0079642264514637,0.00577304171094657,0.00402313232483661,0.00940009869428884,0.0129425823319827,0.0442265229755769,0.042157972583947,0.0173265191734666,0.00494707992424803
"Astro_THAL_med",0.171696136530839,0.459010905436143,0.0472418757423433,0.34391006774825,0.137866631619573,1,0.331049863069709,0.0176961226712864,0.818535079585594,0.861142202325138,0.0363161507681824,0.0891141227832055,0.0293518437375605,0.00701953769531486,0.0436347881553843,0.0123867377699361,0.0229255979320939,0.0157835157466288,0.0190367715603162,0.0154276602930574,0.0272306118229164,0.0147279678643793,0.0109012652518713,0.0173386249357098,0.0213072527417579,0.0524603543514091,0.0513286173615135,0.0246697733889372,0.0130892078398704
"Ext_L5_2",0.000306814750519275,0.00199213220374565,0.000671775105763266,0.000145699115789355,0.00300528695025636,0.0018250843327334,0.00116672341007568,0.000126577057931816,0.000559208998699427,0.000851910871826969,0.00069073671624271,0.00431702936330445,0.0051810431276034,0.00116799354636791,0.00727138143580781,0.0131174332758021,0.00642615162999551,0.00233800811031048,0.00317442554147727,0.0242192079854004,0.00123730117830794,0.0181957810863217,0.0110321315453617,0.0194619744306631,0.0186629688082285,0.0890817489296015,1,0.0985986696763324,0.00884189549071369
"LowQ_2",0.00577411505874605,0.0079997083498765,0.00633511727335689,0.00186190308315984,0.00431448087868378,0.00460637501811714,0.00475569078243296,0.00102701081463319,0.0171492020177263,0.0063611626412367,0.00327016515893287,0.0155901978617552,0.00523340497965799,0.00133203525470086,0.0210972218396806,0.0272328628610593,0.0670136226320015,0.00566586217381274,0.0117144300047836,0.0653367268265473,0.00837113818025627,0.0327155569750101,0.0504832071101255,0.0176487302072839,0.0272360666434746,0.124669138826862,1,0.284428433626003,0.15036883822938
"Ext_Med",0.00185877854674449,0.00394985514782386,0.00243067826718402,0.000965750160488863,0.00327911387951452,0.00580218313975812,0.00233630158486149,0.000441072567086658,0.00295552017828974,0.00313691708563848,0.00208257829900306,0.00707148968161644,0.0146445252853311,0.000599673671137897,0.0116257979427878,0.0269998592217728,0.0236225338928236,0.00486489058801351,0.00543424597805746,0.0168898900028585,0.00281871504179446,0.017434272814015,0.0324186718279099,0.16822174030415,0.712673712273431,0.702803671374454,1,0.33509748942088,0.0231537535160012
"Inh_Pvalb",0.00211727707548984,0.0534775116395893,0.00267774330188762,0.00250599714058662,0.00332987590598977,0.00371708831360578,0.0390228657521796,0.000325202694371777,0.00159387577494,0.00172384052020107,0.00114270836174362,0.00856924717128131,0.0171928980243073,0.00833405139348667,0.0770764650752328,0.377884639553027,0.19806634016712,0.144957506759496,0.0509501452408121,0.0590735697179894,0.0601984250168605,0.0425241159259551,0.104615775942957,0.0447513908851514,0.290077390876918,0.855272733432122,1,0.570488647307953,0.0562305684616261
"Ext_L23",5.28971114861636e-05,8.28686927663465e-05,0.000401029996336888,2.43349725012807e-05,0.000575807192241826,0.000216847989023585,7.57154439976881e-05,3.22172997334808e-05,0.00011393049760057,0.000221662982383771,0.000266886082537312,0.000474914377238481,0.0399054327421559,9.51542337293197e-05,0.00186397604287333,0.00143479283364342,0.000902157625410456,0.00409143597542839,0.00330637046762322,0.00891991446051719,0.00087856973652932,0.0297068316274954,0.0984646075086148,0.175483710572055,1,0.213995678569525,0.0501945161195794,0.0337822371304645,0.00162582666968272
"Ext_L5_1",0.00015277089418468,0.000244565109178526,0.000346323279551225,5.61624208653545e-05,0.000620365874315537,0.000635178593492881,0.000239151549493164,5.26700648059296e-05,0.000310873784877683,0.00060161990200014,0.000478014902816141,0.00143676187569259,0.0157393836418613,9.96308646178213e-05,0.00284625165904402,0.00512834631813902,0.00978603697612731,0.000875264206654203,0.00287079528833209,0.0641174391458008,0.000413219138941124,0.0562778487410571,0.070450093823751,0.0700882621457155,0.21720664744612,1,0.677291597394088,0.13392212839761,0.0232848236423537
"Astro_CTX",0.0039659368871006,0.0102749621613355,0.00858709008868376,0.00494888589599438,0.00764085875816126,0.00911715855724607,0.00941011779581128,0.00183112344562761,0.0106006879409035,0.00861973052033242,0.0039107364023586,0.0125179930736879,0.0407132318786343,0.00229443018902756,0.0615264280581397,0.042199779826257,0.0456202418281926,0.0352618602804028,0.0937248557843041,0.0308235387626232,0.0187521409821566,0.0460485328943557,0.0348035707980681,0.220125641628561,0.598674292823142,1,0.41241500631615,0.289585033641787,0.0513884752603178
"Ext_L25",9.21415803741631e-05,0.000150727150636344,0.000183773696797692,4.27035383362506e-05,0.000565277143762714,0.000479283982138174,0.000164539014986781,3.42774046344546e-05,0.000288566072903327,0.000284252443108228,0.000414943273939604,0.00102711031724554,0.0211787460913484,6.97748517905491e-05,0.00217289437279724,0.00215023550814692,0.00103825342360127,0.00094504259666063,0.00405467946687931,0.00692059311885066,0.000185769606601187,0.00960317510886092,0.0135597042646179,0.102132444320424,0.423150448831106,1,0.159369433782947,0.105064729080684,0.00158666297535649
"Unk_1",0.00147823018687837,0.000845514194158305,0.0082748989605613,0.000702805237077644,0.00123370234036613,0.000610192323240401,0.000651975565614353,0.000482055288362893,0.00185523461379186,0.000952476587459375,0.00124572320338339,0.00254686393047714,0.00253694328635326,0.000359407388252833,0.0315405885113173,0.254107514108637,1,0.00525413162291069,0.00414209929067376,0.262483726589157,0.101349770214953,0.100652321533464,0.350121420270694,0.0107950029320208,0.0854902624982129,0.0118340731945494,0.276119747019884,0.389459625918051,0.416378833595615
"Ext_Hpc_CA2",0.000166135176293127,0.000323484373228775,0.000661900176813711,6.95489880817271e-05,0.00407239983522355,0.00126785433452828,0.000483315978882319,0.000432582222044139,0.000438602553554682,0.000862844053368157,0.00323238760993615,0.0148836220822395,0.00657781726128589,0.000478614205391072,0.15797535482583,0.191559611301757,1,0.0293707816405942,0.00483195384586283,0.0105330713000496,0.00749225713094509,0.00560128339732651,0.0104095672241628,0.0032218247174627,0.00407706315282888,0.00507036890082632,0.0085580163806531,0.0108682893949102,0.00537115678315744
"Ext_Hpc_CA3",5.6580255142052e-05,0.000201916406630431,0.000109862170251689,2.00741050511866e-05,0.000217426326233943,0.00219480190392806,0.000155992131483383,5.94480664539134e-05,0.0001197388909443,0.000611208202782156,0.000894797182793561,0.00392012374347556,0.000796019982653499,6.29767971249417e-05,0.0533225025717198,0.00969637935115956,1,0.0308441043583858,0.000345775477255219,0.0070748602317002,0.000191370060219738,0.00129501460877823,0.00162757617790326,0.000659832109770095,0.000622971261057883,0.00130273811921863,0.00297801150337916,0.00293129828699056,0.00191784801040519
"Ext_L6",0.000250754176106939,0.000368040952528947,0.000943719842712961,0.000103829838789837,0.00047659416595169,0.000889611341529324,0.000362931890524236,0.000135727639708626,0.000459216920974721,0.000972618839852103,0.00350101333918688,0.00381490393633119,0.0119322102946507,0.000312371120287257,0.0115896179133749,0.0617128533371329,0.138013717425285,0.00453782798391237,0.0044008452460046,0.101739592153292,0.00150071692670294,0.0646862814434112,0.110671707606547,0.0238961394009047,0.139439455945846,0.0288154962631462,0.457352825948055,1,0.380234737792216
"Ext_L56",0.000114926678653662,0.00041461635865951,0.000315279173570386,4.62863385381919e-05,0.000323366677470268,0.00059205030843053,0.000348778590391024,5.06863410402881e-05,0.000289040403916268,0.000389197998514579,0.0047080497928513,0.0130463515021706,0.00175199717215469,0.000210950269387613,0.0105163977061342,0.0571592835648845,0.110059917189789,0.00158872110669073,0.00561903103701621,0.0258804954674943,0.000465780000455803,0.0199544423357365,0.0292326165871996,0.00899107392422531,0.0289540076936831,0.0183527406817254,0.222006803294053,1,0.36413020836447
"Ext_ClauPyr",0.000306535586535783,0.000443448430642768,0.000894981709314816,0.000124597194695888,0.000693026836042127,0.000765054582561751,0.000316661354469409,0.000149191358220762,0.000487286494839279,0.000747964142650271,0.0134559189874405,0.00770755062882059,0.0104144459497446,0.000187980092217591,0.00820708583790124,0.0144839773241402,0.041694717090403,0.0026451817567112,0.00940749118966097,0.0386224349324701,0.00126769761617063,0.0756631974968442,0.0309178658504434,0.012412009478861,0.0331421735889872,0.0228563900781677,0.12609257426145,0.596434714275839,1
"Ext_L5_3",0.00134667862193895,0.00126123418359552,0.0303883612111524,0.000466885802265106,0.00229065252505145,0.00124942310821312,0.00102768273412112,0.0010712302259165,0.00107676704983065,0.00287761815255724,0.00767140208337775,0.00348713605563913,0.0218653404107294,0.00855861753774692,0.00814108439816393,0.0215136596690075,0.0174253256302691,0.0176740091217252,0.0134379647441431,0.162698069944454,0.0502731030673678,0.140738836894389,0.141950141003152,0.00668665577528132,0.0271758391004344,0.00307139114909415,0.0943915525521258,0.0645088230732804,1
"Ext_L6B",0.000222989727214119,0.00035055674842759,0.00110067045779394,7.76552243603441e-05,0.000328169859614775,0.000392341615824882,0.000246704341518261,8.11275821560331e-05,0.000267532617480401,0.000795097676051772,0.0165465238371554,0.0123908144577555,0.00253465465510394,0.000209812666208022,0.00519919911407873,0.00486638991191776,0.0108039012189927,0.000642157114752822,0.00292313554947455,0.0136868674087369,0.000823449910932654,0.0463939281861061,0.0184724761116692,0.0022521146767413,0.0032920362345854,0.00423881653937394,0.0618278474298014,0.0914480740938114,1
"Astro_HPC",0.0110627020501202,0.0208324566004517,0.0279747732140774,0.0111321335806165,0.0313235528218827,0.0176171172094006,0.0620110623562383,0.0117343772786371,0.0299576587710709,0.0230031350536002,0.0417325205768502,0.0956058176559946,0.245158326354091,0.0120344162499041,1,0.116517530059994,0.129402759223649,0.213717361256766,0.213303540735581,0.054045847713623,0.0660687551935652,0.108367755245098,0.0426589643098668,0.225232935663848,0.12783989136502,0.131437244816947,0.115379133966927,0.113387162084589,0.0931087608285433
"Nb_2",0.0242129786268435,0.00849663256489812,0.114120352031065,0.0191878129954208,0.0410609099645573,0.00294782767139509,0.0136260284748736,0.178167893250878,0.0187216665740055,0.00877912753917908,0.104328577243759,0.180002306812485,0.127220666478202,0.283187048240619,0.0746078435302223,0.122528057139975,0.104944690299893,1,0.0683370182293214,0.204612290044054,0.317248963739414,0.0715173835024729,0.180547229555712,0.017917060709809,0.0451543879141792,0.0114582278309262,0.035399667136139,0.0594974439247802,0.115528458927156
"Nb_1",0.0128850040812723,0.00285557957144165,0.0232982258979044,0.00401246612524489,0.00556292105358284,0.00121160229148459,0.00202617526216993,0.0150388296058672,0.00597822548016278,0.00479139563204181,0.00541965915914166,0.00845751490465864,0.0107153785983022,0.00389887824007179,0.0379901463018924,0.0534891923961258,0.125451590019248,1,0.0110263466181065,0.121703494978263,0.162045324511972,0.0376399016749169,0.132041575537087,0.0064829740918306,0.0252805570968371,0.00963239985605726,0.0333114314430183,0.0431791628053726,0.0849710772819239
"Ext_Hpc_DG1",0.000108871766736018,0.000110783452284683,0.00116913739705706,4.99303686299229e-05,0.00141443550136198,0.000276669627372098,9.52647142535729e-05,0.00264883624400386,0.000143694816702641,0.00123199321888267,0.000107221150660995,0.00114986022552419,0.00466110861546081,0.000205152515433529,0.0968138514268256,0.0239402692484195,0.029044029847932,1,0.00107604311353815,0.00503554590499104,0.00897225842459132,0.0046130327368738,0.0160274413766658,0.00191601541180701,0.00515609159685608,0.00117412849373871,0.00147808776512709,0.00166801632602778,0.00170053281052978
"Ext_Hpc_DG2",0.00013164699853207,0.000132215221954736,0.00182438686198986,7.38296310632587e-05,0.000572427332780901,0.000239982397335042,0.00013008556047232,0.00138869973737584,0.00018947586017538,0.000704707762734566,0.000116709199429573,0.000585277184428754,0.0021103837007093,0.00026522228150422,0.0590230729500529,0.0317770806575516,0.0639728335129519,1,0.00121047005693504,0.00933613115638722,0.0131678830322172,0.00494048386085834,0.0246847806245776,0.00139983268349366,0.00678695639958399,0.00133298943887845,0.0027214550519572,0.00384405234502021,0.00396245571429851
"LowQ_1",0.00183480454039609,0.0022478086399236,0.00174884868716847,0.000327056333928308,0.00618801171617125,0.00162677254910002,0.00236790573543411,0.0299484544782894,0.000776815196622824,0.000774870146672624,0.0338814145970495,0.0102987963207596,0.213795822191391,1,0.00313981877533475,0.00111473607279268,0.00088916828763985,0.00118271959305452,0.0095011454482065,0.015230153666503,0.0185439828193002,0.00512074475831579,0.00485566131041869,0.00704828674513682,0.001385478676876,0.00134364593494553,0.00158007054483175,0.00296502024616962,0.00414918684552213
"Astro_THAL_hab",0.0724273775255899,0.052676481622543,0.0626757753052858,0.0188413343649801,0.148581332416107,0.0187963214880427,0.0849695559858028,1,0.0575669240698718,0.0380172074491701,0.173946146748867,0.129193207770202,0.141706792778225,0.01583157184702,0.0297122444927048,0.00753234327330702,0.0136612177542716,0.0136407492881906,0.0169811802878989,0.0207501177752601,0.037831450948184,0.0210727907118265,0.0185377450956892,0.011874243042639,0.00700076954771056,0.00674563557228036,0.00784275440877308,0.00904732944746013,0.0151475737275556
"Inh_6",0.00251183461373532,0.00264743736225806,0.000845520214642691,0.000616874771543434,0.0664062187811396,0.000154517541301059,0.000283849180295122,1,0.000608242629940965,0.00298202655292654,0.00053364993395791,0.00116849564123189,0.00191662923441919,0.00112431661874035,0.00148447784226332,0.000370969038005579,0.000780343194704748,0.00158392682680644,0.00060914825942029,0.000644697466088103,0.000927245385911654,0.000530939185226115,0.00091332287816371,0.000632020698432791,0.00025474571612931,0.000197180669426316,0.000417919630774737,0.000277512212765965,0.000493219495252382
"Inh_Meis2_4",0.00133089563787495,0.0342663691644809,0.000340244523189586,0.00505493152749633,0.00428791130864798,0.0080795039105471,1,6.1990912413785e-05,0.000560044517353477,0.001668921302947,0.0171118813142429,0.0130227965970956,0.000656421703678604,0.00343518445115886,0.00320506314902134,0.00185802474716274,0.00351198910705123,0.000781878339402416,0.00179165191946731,0.000607617377660464,0.000418098951941022,0.000787123402996019,0.000698943438168435,0.00183587889140814,0.00548050399221791,0.0192375281620455,0.0222043164540026,0.00991048672228685,0.000899257715466979
"Inh_2",0.126335909313925,1,0.00485400988953835,0.0512018397993177,0.0735814357562959,0.00389877125083842,0.0485349597722837,0.000454062262532166,0.0129551393822985,0.0109590285697703,0.00543304849932319,0.033738607563731,0.00152051458727324,0.00355978817350139,0.00241449098311731,0.00185471535165423,0.0047847836056425,0.00154982637490668,0.00232805057295153,0.0026862652059783,0.00170189818412737,0.00171886479904641,0.00188601965153818,0.00115464840405252,0.00179861886282953,0.00395533323695369,0.012737406489247,0.00337664237394206,0.00195911966405783
"Inh_5",0.0959138546590859,1,0.00317441569693689,0.211870004863092,0.0656764435131375,0.029056317219445,0.109061356483401,0.00081644895591748,0.0299962670309055,0.011503496160113,0.00914978220764218,0.0339357159660513,0.00669073441347941,0.0895419142444504,0.0119536563689348,0.0131521611737877,0.065318301484819,0.0113251407071924,0.0046504938175993,0.0127167532162664,0.00488193802672691,0.0098912531761133,0.00669724895584939,0.00479104867918628,0.0101846756619639,0.0292042063402627,0.181329907184918,0.0490755436683548,0.0100343950811558
"Ext_Hpc_CA1",2.56637518919027e-05,4.312223111495e-05,0.000286258096522037,1.35396864205029e-05,0.000983652337637227,0.000105989505185523,4.18810302712841e-05,3.35743960256881e-05,7.56095979209451e-05,0.000112256477475718,0.000324800649564346,0.00572343319895167,0.000700986945544019,5.74595670981988e-05,0.0650853010997133,1,0.0519331251273087,0.00183517158301344,0.000551076106319779,0.00262776404183712,0.000735592145876193,0.000826806673472089,0.00177014642572651,0.00111893528781735,0.00241435347532167,0.000790498165397938,0.00236036394062895,0.00244500737905647,0.00130903096491874
"Ext_Unk_2",0.0470152583458794,0.011318059466984,0.0136020218269923,1,0.00529970556893581,0.000479363697315242,0.000844212096852596,0.00258412817170077,0.00810595570082742,0.00296737290784192,0.00037319309841881,0.00119361287408539,0.00136468685786943,0.000298412360717714,0.000500622557054795,0.000873791765562866,0.00132201408915887,0.00110960135268469,0.000684344429773995,0.00398400493144732,0.00300853302675547,0.00161500220949221,0.00441938003652196,0.00207497140474442,0.000873905518735117,0.000856845038837917,0.00209221284193333,0.00123118797176825,0.00229012548830691
"Ext_Unk_3",0.0142885289029396,0.00377029351208367,0.00142977662128726,0.000854853403401297,0.00741204403999401,0.00406372114774654,0.000455669499687609,0.00473567826810501,1,0.052105176006043,0.000665627194281713,0.00393758415475511,0.000565238831132824,0.00019160513576929,0.000558372479345281,0.000385467674840102,0.000532747271282624,0.000532703822571869,0.000389328304070356,0.000825020244472181,0.00075213666741998,0.000842130125336428,0.000645709568452605,0.000930052136754405,0.000322385486962618,0.000541842641373618,0.00132005753435985,0.000526531755310177,0.000878883693496595
"Ext_Amy_1",0.00030753091782067,0.000456294381790694,0.0157976299893728,8.59402442089104e-05,0.00250928494220479,0.000183523397044925,0.000233778956505523,0.000270430205947779,0.000208566691567845,0.000506307681638283,0.000439309686728573,0.00114584640277084,0.022682515659699,0.00332423344462525,0.00142221361621892,0.0115435395056937,0.072755499032813,0.00437003812537836,0.00148635925446395,0.101033842100816,1,0.0288424059962864,0.0980251061394259,0.00184514424318983,0.00224893984266812,0.000441672695653648,0.00381426874800475,0.00130282204790923,0.0103060779391815
